venue_id,venue_type,geo_cluster,value_metric,churn_risk_oof,priority_quadrant
55,restaurant,10,205.42651394276209,0.03521687831907669,"Monitor (low value, low risk)"
56,restaurant,18,174.57679417851654,0.12661756335420044,"Low priority (low value, high risk)"
57,restaurant,18,385.9094503468924,0.08787684061443832,"Protect (high value, low risk)"
58,restaurant,8,364.927158052463,0.1433906309258529,"Save now (high value, high risk)"
59,restaurant,16,343.622048214159,0.11346058018536932,"Protect (high value, low risk)"
60,restaurant,3,283.2826522814379,0.06992823444069003,"Protect (high value, low risk)"
61,restaurant,1,301.70856270850186,0.3787093021182432,"Save now (high value, high risk)"
62,restaurant,19,202.20918499330077,0.11191917860715518,"Monitor (low value, low risk)"
63,restaurant,3,151.61508548977113,0.1031501540347386,"Monitor (low value, low risk)"
64,restaurant,10,211.8785554322272,0.14211096497471337,"Low priority (low value, high risk)"
65,restaurant,3,199.62032013757727,0.16283791297743708,"Low priority (low value, high risk)"
66,restaurant,18,450.2308770744313,0.12574590204089067,"Save now (high value, high risk)"
67,restaurant,1,498.6538496883531,0.17196327964643976,"Save now (high value, high risk)"
68,restaurant,4,223.1219691570671,0.12924301677309602,"Low priority (low value, high risk)"
69,restaurant,9,387.7405003066918,0.14037868556236577,"Save now (high value, high risk)"
70,restaurant,11,304.3590438301542,0.13530710549908295,"Save now (high value, high risk)"
71,restaurant,8,281.7975951178732,0.10486031037018714,"Protect (high value, low risk)"
72,restaurant,5,480.4311398355224,0.25074374460233795,"Save now (high value, high risk)"
73,restaurant,5,320.066034677442,0.5019057355637561,"Save now (high value, high risk)"
74,restaurant,11,322.23483441960354,0.09734259963140039,"Protect (high value, low risk)"
75,restaurant,14,334.14275442443983,0.3865865124801336,"Save now (high value, high risk)"
76,restaurant,15,365.1115300436192,0.1727936056397679,"Save now (high value, high risk)"
77,restaurant,7,136.37395306978237,0.22409225442352979,"Low priority (low value, high risk)"
78,restaurant,19,166.0028431555781,0.22252414141947194,"Low priority (low value, high risk)"
79,restaurant,18,434.4885296996885,0.12661756335420044,"Save now (high value, high risk)"
80,restaurant,10,269.4885526255605,0.14641842843717545,"Save now (high value, high risk)"
81,restaurant,5,439.78836118637577,0.4256985751889979,"Save now (high value, high risk)"
82,restaurant,17,373.01770459951786,0.13670066817356546,"Save now (high value, high risk)"
83,restaurant,12,399.8519696925085,0.12324085411804624,"Protect (high value, low risk)"
84,restaurant,17,363.017543105348,0.0893118958505375,"Protect (high value, low risk)"
85,restaurant,0,214.92353551550835,0.10840921041259123,"Monitor (low value, low risk)"
86,restaurant,5,402.4200931955448,0.25269349089084936,"Save now (high value, high risk)"
87,restaurant,17,314.3319779296572,0.13530710549908295,"Save now (high value, high risk)"
88,restaurant,14,282.6120927279323,0.2699004562800476,"Save now (high value, high risk)"
89,restaurant,13,210.31871273308417,0.48386869052962195,"Low priority (low value, high risk)"
90,restaurant,12,285.1199470849286,0.24880772947889923,"Save now (high value, high risk)"
91,restaurant,3,216.59495152859387,0.12264437077285384,"Monitor (low value, low risk)"
92,restaurant,12,286.4877129636562,0.21485108189991656,"Save now (high value, high risk)"
93,restaurant,9,258.4045499102847,0.13065675427507364,"Save now (high value, high risk)"
94,restaurant,11,543.4867985058672,0.08087397288394194,"Protect (high value, low risk)"
95,restaurant,10,301.55721734826875,0.15464454299845332,"Save now (high value, high risk)"
96,restaurant,7,256.32785165076484,0.4216896270138518,"Save now (high value, high risk)"
97,restaurant,2,141.42697460752495,0.0997327227655758,"Monitor (low value, low risk)"
98,restaurant,13,205.13312700008183,0.13209385078341745,"Low priority (low value, high risk)"
99,restaurant,17,365.9640531404396,0.21527426902321747,"Save now (high value, high risk)"
100,gym,16,364.18961424943575,0.16585033143476052,"Save now (high value, high risk)"
101,gym,3,89.33527397037808,0.039071532934468634,"Monitor (low value, low risk)"
102,gym,14,165.65021124300972,0.09244933810419906,"Monitor (low value, low risk)"
103,gym,15,131.13191543460755,0.20096715186912031,"Low priority (low value, high risk)"
104,gym,14,229.81709971963457,0.2170813597589094,"Save now (high value, high risk)"
105,gym,19,170.3587070922672,0.16607105843019154,"Low priority (low value, high risk)"
106,gym,10,228.5292115710093,0.14469255650866616,"Low priority (low value, high risk)"
107,gym,7,274.06183642433604,0.1310760850087713,"Save now (high value, high risk)"
108,gym,2,164.46817122689168,0.07672662630209438,"Monitor (low value, low risk)"
109,gym,12,217.0279224195181,0.13498676586451738,"Low priority (low value, high risk)"
110,gym,17,208.4567421590669,0.12926250174128404,"Low priority (low value, high risk)"
111,gym,8,228.80555420905853,0.12702914366572038,"Low priority (low value, high risk)"
112,gym,6,320.9820919903725,0.12159608838046028,"Protect (high value, low risk)"
113,gym,5,231.39622101016332,0.07834025763981213,"Protect (high value, low risk)"
114,gym,6,234.43137513317205,0.4051511249348695,"Save now (high value, high risk)"
115,gym,0,94.1518026747101,0.11356763304552195,"Monitor (low value, low risk)"
116,gym,17,222.70373234384584,0.43057385754055005,"Low priority (low value, high risk)"
117,gym,3,120.11962917418916,0.06442525781298966,"Monitor (low value, low risk)"
118,gym,14,267.84489854414966,0.23957456330071167,"Save now (high value, high risk)"
119,gym,3,84.17716695960962,0.07731540462552625,"Monitor (low value, low risk)"
120,gym,4,132.5491359629022,0.06375707098089373,"Monitor (low value, low risk)"
121,gym,6,196.83259764953343,0.11146403794708844,"Monitor (low value, low risk)"
122,gym,18,226.30443469710215,0.15842128191751423,"Low priority (low value, high risk)"
123,gym,7,216.8417544841511,0.10913307940278921,"Monitor (low value, low risk)"
124,gym,4,92.52008709718964,0.08661248724026573,"Monitor (low value, low risk)"
125,gym,1,288.2983351133423,0.23829577780748284,"Save now (high value, high risk)"
126,gym,8,259.0022242858765,0.12159608838046028,"Protect (high value, low risk)"
127,gym,1,226.21833028794885,0.17071675438574965,"Low priority (low value, high risk)"
128,gym,5,281.5170949107924,0.12159608838046028,"Protect (high value, low risk)"
129,gym,11,237.9877891127699,0.13529497891038916,"Save now (high value, high risk)"
130,gym,0,98.69197538504342,0.07226803037508749,"Monitor (low value, low risk)"
131,gym,17,263.3385944581448,0.0855968898150875,"Protect (high value, low risk)"
132,gym,18,274.9996686465939,0.07634244542388796,"Protect (high value, low risk)"
133,gym,11,244.55517820026452,0.11015409352749585,"Protect (high value, low risk)"
134,gym,8,213.879368050584,0.03481560615421816,"Monitor (low value, low risk)"
135,gym,14,261.7266037887323,0.1939470300553624,"Save now (high value, high risk)"
136,gym,17,179.9694885667959,0.07459109498958966,"Monitor (low value, low risk)"
137,gym,10,261.1411465037431,0.09523586113937565,"Protect (high value, low risk)"
138,gym,0,122.96306401488977,0.06442525781298966,"Monitor (low value, low risk)"
139,gym,6,239.0827822983012,0.15784008325865811,"Save now (high value, high risk)"
140,gym,13,305.63196506346844,0.13297331044301158,"Save now (high value, high risk)"
141,gym,7,108.05276014656354,0.05834717582859888,"Monitor (low value, low risk)"
142,gym,10,257.16748192249173,0.12159608838046028,"Protect (high value, low risk)"
143,gym,19,145.43651870096747,0.14284961582460923,"Low priority (low value, high risk)"
144,gym,5,294.3540689259996,0.14656894234238757,"Save now (high value, high risk)"
145,gym,16,207.93294118602432,0.11769738945869553,"Monitor (low value, low risk)"
146,gym,5,129.2012092473494,0.080055435132419,"Monitor (low value, low risk)"
147,gym,14,228.39014287775535,0.12591786203976385,"Low priority (low value, high risk)"
148,gym,17,435.4547120370741,0.08521166849443944,"Protect (high value, low risk)"
149,gym,16,314.6941034140431,0.20056725726446162,"Save now (high value, high risk)"
150,gym,12,232.14097908727945,0.24045109066408463,"Save now (high value, high risk)"
151,gym,9,270.92369295521775,0.12760806562754637,"Save now (high value, high risk)"
152,gym,11,282.5158758280903,0.13895174280771458,"Save now (high value, high risk)"
153,gym,17,267.728895285987,0.07604457025597253,"Protect (high value, low risk)"
154,gym,3,53.04330828717072,0.055343617274272484,"Monitor (low value, low risk)"
155,gym,5,176.46871637171526,0.0909693493174671,"Monitor (low value, low risk)"
156,gym,12,236.541018302232,0.0949983234393554,"Protect (high value, low risk)"
157,gym,4,262.5351633494842,0.21276060708513467,"Save now (high value, high risk)"
158,gym,17,219.6486692271352,0.17804687257337085,"Low priority (low value, high risk)"
159,gym,3,136.77904886263548,0.0724224886602192,"Monitor (low value, low risk)"
160,gym,9,163.52309339030688,0.0988856595997802,"Monitor (low value, low risk)"
161,gym,1,213.6316646912477,0.12159608838046028,"Monitor (low value, low risk)"
162,gym,6,248.6777610389441,0.4391389430457339,"Save now (high value, high risk)"
163,gym,18,215.1729969474136,0.0909693493174671,"Monitor (low value, low risk)"
164,gym,12,219.2502076141936,0.2588768530565886,"Low priority (low value, high risk)"
165,gym,13,142.20857303970112,0.15296287555764443,"Low priority (low value, high risk)"
166,gym,16,325.4493183381582,0.04872091877521878,"Protect (high value, low risk)"
167,gym,3,77.0840290100471,0.11446495754220004,"Monitor (low value, low risk)"
168,gym,14,295.4172499608913,0.1682484596179483,"Save now (high value, high risk)"
169,gym,17,239.28300441238096,0.10913307940278921,"Protect (high value, low risk)"
170,gym,15,181.07325919707964,0.09414998594499688,"Monitor (low value, low risk)"
171,gym,6,280.88532794362425,0.12472373425674337,"Protect (high value, low risk)"
172,gym,7,249.46347318887285,0.2669000768780199,"Save now (high value, high risk)"
173,gym,10,231.4469413690123,0.06841055315982192,"Protect (high value, low risk)"
174,gym,11,396.898541820539,0.14223615143574245,"Save now (high value, high risk)"
175,gym,14,281.87773654810223,0.12996622613395242,"Save now (high value, high risk)"
176,gym,4,205.17408938966636,0.1494073806189552,"Low priority (low value, high risk)"
177,gym,15,147.24586392567568,0.07604457025597253,"Monitor (low value, low risk)"
178,gym,13,237.9632556203444,0.21036044284781083,"Save now (high value, high risk)"
179,gym,3,175.5004839263561,0.06896256689940915,"Monitor (low value, low risk)"
180,gym,1,257.5301980974772,0.10913307940278921,"Protect (high value, low risk)"
181,gym,9,279.73116534584136,0.09558123570713015,"Protect (high value, low risk)"
182,gym,0,71.58943227032955,0.07731540462552625,"Monitor (low value, low risk)"
183,gym,12,113.44509167450572,0.1762862021706493,"Low priority (low value, high risk)"
184,gym,3,228.3757245043455,0.0934018899464347,"Monitor (low value, low risk)"
185,gym,0,132.55825992040468,0.04736294794870055,"Monitor (low value, low risk)"
186,gym,18,256.58746455903525,0.3874603207493956,"Save now (high value, high risk)"
187,gym,17,172.7642259372271,0.12159608838046028,"Monitor (low value, low risk)"
188,gym,9,282.18645134591844,0.12568792055632763,"Protect (high value, low risk)"
189,gym,3,130.8722320635121,0.07226803037508749,"Monitor (low value, low risk)"
190,gym,3,92.33772250644208,0.06375707098089373,"Monitor (low value, low risk)"
191,gym,15,259.96114597072926,0.10486031037018714,"Protect (high value, low risk)"
192,gym,13,229.14558375907328,0.10207071067180692,"Protect (high value, low risk)"
193,gym,12,182.3668621330573,0.09519130727698022,"Monitor (low value, low risk)"
194,gym,7,173.07010424170542,0.07213115596297051,"Monitor (low value, low risk)"
195,gym,6,365.9989771859852,0.04349029993042986,"Protect (high value, low risk)"
196,gym,15,239.47072654182344,0.1310760850087713,"Save now (high value, high risk)"
197,gym,16,245.64679535630395,0.14523875060686126,"Save now (high value, high risk)"
198,gym,1,229.0910022204368,0.17557658416593477,"Save now (high value, high risk)"
199,gym,0,94.71670789525726,0.12211031090804961,"Monitor (low value, low risk)"
200,bar,16,304.25022178549057,0.5469594967205536,"Save now (high value, high risk)"
201,bar,12,269.2727135179967,0.4521065059154363,"Save now (high value, high risk)"
202,bar,0,233.91199572820327,0.10203821198897893,"Protect (high value, low risk)"
203,bar,14,426.8147740079935,0.45874580025236633,"Save now (high value, high risk)"
204,bar,0,270.2716949618129,0.12928090387530627,"Save now (high value, high risk)"
205,bar,5,210.31295966936108,0.03907154611807961,"Monitor (low value, low risk)"
206,bar,0,176.20048335134683,0.05085206527585275,"Monitor (low value, low risk)"
207,bar,13,397.5039004221196,0.06587827121103842,"Protect (high value, low risk)"
208,bar,5,711.6839919474105,0.22657037481288314,"Save now (high value, high risk)"
209,bar,4,354.9786260800485,0.09268391210037923,"Protect (high value, low risk)"
210,bar,14,223.8216189099827,0.1116850920395953,"Monitor (low value, low risk)"
211,bar,2,192.3037554569532,0.12159608838046028,"Monitor (low value, low risk)"
212,bar,19,352.00396161531734,0.10448149719440043,"Protect (high value, low risk)"
213,bar,11,586.3438427351718,0.15601564837649443,"Save now (high value, high risk)"
214,bar,17,275.0566733084678,0.15176515284370717,"Save now (high value, high risk)"
215,bar,7,157.36430489586604,0.13453817095284965,"Low priority (low value, high risk)"
216,bar,0,171.39352657083117,0.17342343951335437,"Low priority (low value, high risk)"
217,bar,17,217.16869771213783,0.14120372922616845,"Low priority (low value, high risk)"
218,bar,7,228.0750383063828,0.07213809343612078,"Monitor (low value, low risk)"
219,bar,18,191.98447306615296,0.2947069336813729,"Low priority (low value, high risk)"
220,bar,15,625.1462466706743,0.11977933972832544,"Protect (high value, low risk)"
221,bar,19,109.18998923572792,0.11827998011908329,"Monitor (low value, low risk)"
222,bar,1,625.7852198847743,0.20245815536812267,"Save now (high value, high risk)"
223,bar,12,379.9091691627472,0.356075836733102,"Save now (high value, high risk)"
224,bar,11,259.86759070741164,0.35032537998861335,"Save now (high value, high risk)"
225,bar,2,299.7754028111231,0.13719915695212323,"Save now (high value, high risk)"
226,bar,8,246.67355080551104,0.21527426902321747,"Save now (high value, high risk)"
227,bar,9,413.590307085414,0.32846469311120086,"Save now (high value, high risk)"
228,bar,2,279.05987107043126,0.27257738159318434,"Save now (high value, high risk)"
229,bar,16,479.2388321508557,0.4358157531383939,"Save now (high value, high risk)"
230,bar,11,307.6857310314693,0.21527426902321747,"Save now (high value, high risk)"
231,bar,12,340.7241773886147,0.26997490888845627,"Save now (high value, high risk)"
232,bar,16,321.0263812473217,0.14211096497471337,"Save now (high value, high risk)"
233,bar,13,317.147586385697,0.4103815852982297,"Save now (high value, high risk)"
234,bar,13,299.3263817499493,0.22772985739200693,"Save now (high value, high risk)"
235,bar,12,254.65147573415896,0.4762510758056011,"Save now (high value, high risk)"
236,bar,12,434.7407946182216,0.37646785461052684,"Save now (high value, high risk)"
237,bar,6,450.36293710599824,0.17196327964643976,"Save now (high value, high risk)"
238,bar,18,551.7678133291922,0.32011528770883835,"Save now (high value, high risk)"
239,bar,17,577.641098857048,0.11740464273722585,"Protect (high value, low risk)"
240,bar,17,538.5450730636226,0.1433906309258529,"Save now (high value, high risk)"
241,bar,3,335.0249502306817,0.12159608838046028,"Protect (high value, low risk)"
242,bar,14,402.68446226719016,0.10100124883733912,"Protect (high value, low risk)"
243,bar,17,115.44794519683948,0.21527426902321747,"Low priority (low value, high risk)"
244,bar,12,550.499580843211,0.5150367056876507,"Save now (high value, high risk)"
245,bar,11,317.53638189917325,0.14656894234238757,"Save now (high value, high risk)"
246,bar,15,405.3412463704,0.16536641573868907,"Save now (high value, high risk)"
247,bar,14,204.68792196372385,0.3146588214481302,"Low priority (low value, high risk)"
248,bar,5,316.5670231086014,0.11769738945869553,"Protect (high value, low risk)"
249,bar,4,267.6239421703696,0.3793018302596984,"Save now (high value, high risk)"
250,bar,8,393.166605418042,0.10170742499629239,"Protect (high value, low risk)"
251,bar,16,292.77526168738115,0.15967179652294713,"Save now (high value, high risk)"
252,bar,19,179.42745584000667,0.03907154611807961,"Monitor (low value, low risk)"
253,bar,10,493.52677963294747,0.3194013587004435,"Save now (high value, high risk)"
254,bar,16,343.8418276603345,0.3910278920293936,"Save now (high value, high risk)"
255,bar,17,351.9503997512698,0.13087475854312175,"Save now (high value, high risk)"
256,bar,8,339.55174921426413,0.2450902811411533,"Save now (high value, high risk)"
257,bar,5,433.5659792260341,0.27057918893500155,"Save now (high value, high risk)"
258,bar,13,466.0294190667854,0.11208675391938057,"Protect (high value, low risk)"
259,bar,16,619.0660185626448,0.21175901066088684,"Save now (high value, high risk)"
260,bar,12,174.5458285197032,0.07058795817137983,"Monitor (low value, low risk)"
261,bar,13,466.2930265523168,0.3194013587004435,"Save now (high value, high risk)"
262,bar,14,256.96528065799265,0.40339923267305094,"Save now (high value, high risk)"
263,bar,19,165.51623392913237,0.06157054214921951,"Monitor (low value, low risk)"
264,bar,12,391.08916859232727,0.3317699687231555,"Save now (high value, high risk)"
265,bar,6,364.5742693202632,0.2382769363520032,"Save now (high value, high risk)"
266,bar,10,236.21152999471067,0.13513891178749046,"Save now (high value, high risk)"
267,bar,2,253.49693367491557,0.19020741389482004,"Save now (high value, high risk)"
268,bar,2,178.74374764858553,0.13209385078341745,"Low priority (low value, high risk)"
269,bar,8,313.8288384379333,0.10448149719440043,"Protect (high value, low risk)"
270,bar,0,272.0255309475529,0.18773890072664837,"Save now (high value, high risk)"
271,bar,0,169.26349309214058,0.05901483908134059,"Monitor (low value, low risk)"
272,bar,11,454.5523281523757,0.1433906309258529,"Save now (high value, high risk)"
273,bar,6,580.3301914278987,0.1433906309258529,"Save now (high value, high risk)"
274,bar,7,166.8233973832328,0.1313404031482511,"Low priority (low value, high risk)"
275,bar,10,338.7932757660365,0.1964002763704531,"Save now (high value, high risk)"
276,bar,6,562.6527268268637,0.4016379197146687,"Save now (high value, high risk)"
277,bar,4,286.9524837490752,0.11208675391938057,"Protect (high value, low risk)"
278,bar,15,475.10269389127126,0.2368405261684119,"Save now (high value, high risk)"
279,bar,7,145.85902233020346,0.2873543966005616,"Low priority (low value, high risk)"
280,bar,15,234.23839819035368,0.42248048177517483,"Save now (high value, high risk)"
281,bar,17,391.3972578248391,0.6016948436053919,"Save now (high value, high risk)"
282,bar,6,496.7138993280277,0.1433906309258529,"Save now (high value, high risk)"
283,bar,8,371.06961956105215,0.196461431541356,"Save now (high value, high risk)"
284,bar,10,515.4186110245807,0.17828642575310863,"Save now (high value, high risk)"
285,bar,16,298.62146926179065,0.21527426902321747,"Save now (high value, high risk)"
286,bar,7,365.5692525810856,0.08280577470857119,"Protect (high value, low risk)"
287,bar,7,290.8499699321393,0.07282365766049735,"Protect (high value, low risk)"
288,bar,11,322.0710850387787,0.20298309933959038,"Save now (high value, high risk)"
289,bar,1,441.327646273741,0.1450217369779522,"Save now (high value, high risk)"
290,bar,16,398.731783582186,0.3194013587004435,"Save now (high value, high risk)"
291,bar,1,515.0259941480732,0.45423326613196247,"Save now (high value, high risk)"
292,bar,7,227.7025477187712,0.06375707098089373,"Monitor (low value, low risk)"
293,bar,11,368.04578602597087,0.11788434474748613,"Protect (high value, low risk)"
294,bar,9,455.02208171470687,0.08280577470857119,"Protect (high value, low risk)"
295,bar,9,282.01748304078444,0.11346058018536932,"Protect (high value, low risk)"
296,bar,17,340.13546017879565,0.22691832177407006,"Save now (high value, high risk)"
297,bar,11,608.8832856264208,0.27415991111914895,"Save now (high value, high risk)"
298,bar,2,108.77544545072556,0.188881398264802,"Low priority (low value, high risk)"
299,bar,13,293.9647476122404,0.15176515284370717,"Save now (high value, high risk)"
300,waiting_room,13,83.96997189507616,0.17701010676015508,"Low priority (low value, high risk)"
301,waiting_room,2,102.02296622845356,0.06714749851690235,"Monitor (low value, low risk)"
302,waiting_room,0,40.11198135893864,0.1416039284649517,"Low priority (low value, high risk)"
303,waiting_room,7,45.65492809654522,0.0988856595997802,"Monitor (low value, low risk)"
304,waiting_room,1,156.34196047170963,0.06869127571794108,"Monitor (low value, low risk)"
305,waiting_room,14,69.05929131081966,0.17924429164429653,"Low priority (low value, high risk)"
306,waiting_room,1,128.20380547560325,0.0988856595997802,"Monitor (low value, low risk)"
307,waiting_room,8,85.77520106983629,0.14633677362079844,"Low priority (low value, high risk)"
308,waiting_room,8,57.07465884089375,0.08863361282292787,"Monitor (low value, low risk)"
309,waiting_room,5,117.89891080658164,0.14864460419823286,"Low priority (low value, high risk)"
310,waiting_room,0,72.5585824774959,0.2801691292068581,"Low priority (low value, high risk)"
311,waiting_room,17,60.72372226636045,0.09912765525567047,"Monitor (low value, low risk)"
312,waiting_room,8,49.54494155680718,0.1762862021706493,"Low priority (low value, high risk)"
313,waiting_room,19,17.71161434481769,0.08872737608564102,"Monitor (low value, low risk)"
314,waiting_room,17,90.06415407322172,0.09912765525567047,"Monitor (low value, low risk)"
315,waiting_room,6,142.66843040318122,0.2658031696419025,"Low priority (low value, high risk)"
316,waiting_room,13,64.81726900938739,0.06442525781298966,"Monitor (low value, low risk)"
317,waiting_room,19,51.974630986053725,0.13245657294484042,"Low priority (low value, high risk)"
318,waiting_room,3,72.1937615208963,0.13632745974277538,"Low priority (low value, high risk)"
319,waiting_room,11,146.87586750963297,0.059323238270137135,"Monitor (low value, low risk)"
320,waiting_room,0,48.23637188787399,0.11983062738470175,"Monitor (low value, low risk)"
321,waiting_room,17,160.72392828232188,0.11295264246735238,"Monitor (low value, low risk)"
322,waiting_room,11,39.20489505396897,0.04444365168013148,"Monitor (low value, low risk)"
323,waiting_room,3,56.39308971612422,0.1180042009636659,"Monitor (low value, low risk)"
324,waiting_room,2,68.48972760678073,0.07226803037508749,"Monitor (low value, low risk)"
325,waiting_room,6,103.4575722170242,0.13632745974277538,"Low priority (low value, high risk)"
326,waiting_room,9,30.51714324572925,0.12290669183841046,"Monitor (low value, low risk)"
327,waiting_room,9,64.14410379513299,0.08872737608564102,"Monitor (low value, low risk)"
328,waiting_room,1,153.15005441255212,0.06442525781298966,"Monitor (low value, low risk)"
329,waiting_room,4,57.02383017981124,0.09912765525567047,"Monitor (low value, low risk)"
330,waiting_room,3,48.58779386972745,0.06375707098089373,"Monitor (low value, low risk)"
331,waiting_room,1,153.92017716666,0.06666347172056362,"Monitor (low value, low risk)"
332,waiting_room,17,113.11294044423154,0.0798968678353865,"Monitor (low value, low risk)"
333,waiting_room,8,53.6570777940635,0.25395044085189217,"Low priority (low value, high risk)"
334,waiting_room,1,101.77675566751935,0.0855968898150875,"Monitor (low value, low risk)"
335,waiting_room,6,86.04553658599376,0.08018939549843945,"Monitor (low value, low risk)"
336,waiting_room,8,50.42338165882762,0.08592321053597782,"Monitor (low value, low risk)"
337,waiting_room,11,151.4743903404689,0.06841055315982192,"Monitor (low value, low risk)"
338,waiting_room,4,49.75483004500445,0.08731727562306892,"Monitor (low value, low risk)"
339,waiting_room,2,82.4095382324381,0.07213115596297051,"Monitor (low value, low risk)"
340,waiting_room,11,156.04146010247976,0.06666347172056362,"Monitor (low value, low risk)"
341,waiting_room,17,131.9155649803378,0.18599926040886974,"Low priority (low value, high risk)"
342,waiting_room,17,83.58299475488772,0.15511034665917706,"Low priority (low value, high risk)"
343,waiting_room,6,66.25504781089676,0.1678806665740407,"Low priority (low value, high risk)"
344,waiting_room,16,111.31581162488456,0.21251706346489588,"Low priority (low value, high risk)"
345,waiting_room,6,165.98600215158783,0.03907154611807961,"Monitor (low value, low risk)"
346,waiting_room,12,87.89072973888197,0.0855968898150875,"Monitor (low value, low risk)"
347,waiting_room,5,126.08042173512862,0.08217342092533828,"Monitor (low value, low risk)"
348,waiting_room,14,159.69511469003575,0.09090937169045078,"Monitor (low value, low risk)"
349,waiting_room,4,68.84193912426647,0.1789995713307834,"Low priority (low value, high risk)"
350,waiting_room,5,110.42983435013343,0.06375707098089373,"Monitor (low value, low risk)"
351,waiting_room,14,91.62017462304924,0.053101720743404725,"Monitor (low value, low risk)"
352,waiting_room,5,51.91306362004991,0.09912765525567047,"Monitor (low value, low risk)"
