venue_id,venue_type,geo_cluster,traffic_tier,realized_ad_revenue,thin_coverage_market,individual_execution_gap,monetization_efficiency,predicted_revenue_oof,gap_pct
61,restaurant,1,low,453.5425961661948,False,False,0.9872767770260844,301.70856270850186,50.32473460303764
62,restaurant,19,high,176.68377973900309,False,False,0.8074388931063126,202.20918499330074,-12.623266967394839
63,restaurant,3,low,137.3457332995208,True,False,0.5223020311678165,151.61508548977113,-9.411564913976216
64,restaurant,10,low,254.14913831413847,False,False,0.8822577996210702,211.87855543222716,19.95038280097782
65,restaurant,3,high,149.3184461028459,True,False,0.517933335526571,199.62032013757727,-25.19877435326402
66,restaurant,18,high,320.1540954699839,False,True,0.5976108421121998,450.23087707443125,-28.891128580446814
67,restaurant,1,high,432.9266234725293,False,False,0.8388648398620504,498.6538496883531,-13.180932275345267
68,restaurant,4,high,220.54301446861737,True,False,0.517840404423995,223.1219691570671,-1.155849734650857
69,restaurant,9,high,325.4629537909248,False,False,0.7543484343595674,387.7405003066918,-16.0616563053143
70,restaurant,11,low,234.34302593833667,False,False,0.7973988945225563,304.3590438301542,-23.00441511798465
71,restaurant,8,low,254.14580991027415,False,False,0.7177852381429335,281.79759511787313,-9.812640592632635
72,restaurant,5,low,495.3407330657735,False,False,0.9235860452589976,480.4311398355224,3.1033777775844174
73,restaurant,5,high,302.5619276973622,False,False,0.8924034011898544,320.06603467744196,-5.468904876995199
74,restaurant,11,low,201.9434833871715,False,True,0.4739168712168427,322.23483441960354,-37.33033743825244
75,restaurant,14,low,361.8910090135866,False,False,0.815750333626225,334.14275442443983,8.304311322549273
76,restaurant,15,high,308.6543803967364,False,False,0.7618168677639987,365.11153004361915,-15.462987334346275
77,restaurant,7,low,153.15007782450832,False,False,1.0233576145429486,136.37395306978237,12.301560801820873
78,restaurant,19,low,142.2948018738418,False,False,0.8181118370449568,166.0028431555781,-14.281707970216557
79,restaurant,18,high,434.4227255772134,False,False,0.8085336408577554,434.4885296996885,-0.015145192099918364
80,restaurant,10,low,208.8163673059234,False,False,0.7696284546938497,269.4885526255605,-22.513826553492887
81,restaurant,5,high,425.2119286315333,False,False,0.872957101426586,439.78836118637577,-3.314419807636794
82,restaurant,17,low,347.726387324072,False,False,0.7763699516657078,373.01770459951786,-6.780192190233791
83,restaurant,12,high,330.29875249803297,False,False,0.7311877405309263,399.85196969250853,-17.39474167101463
84,restaurant,17,high,403.56916213398046,False,False,0.8480844997275706,363.017543105348,11.170705052362807
85,restaurant,0,low,82.03052256247197,True,True,0.3550417261171581,214.92353551550835,-61.83269442049874
86,restaurant,5,high,411.8960558392939,False,False,0.851091063058905,402.4200931955448,2.3547439116427427
87,restaurant,17,low,373.78042888293896,False,False,0.932116343399624,314.33197792965717,18.912632225597317
88,restaurant,14,low,368.7304716485543,False,False,0.9459301736376372,282.6120927279323,30.472290866734884
89,restaurant,13,low,236.28387741407263,False,False,0.8664573136598142,210.31871273308417,12.345627425906176
90,restaurant,12,high,302.7601363542318,False,False,0.9464772553564034,285.1199470849286,6.186936217425974
91,restaurant,3,high,181.61470018078157,True,False,0.5131104095019309,216.59495152859387,-16.150076952829792
92,restaurant,12,high,250.0588316268158,False,True,0.6094819811508329,286.4877129636562,-12.715687161585794
93,restaurant,9,low,320.4408478922926,False,False,0.9152832633172948,258.4045499102847,24.00743253303638
94,restaurant,11,high,635.2540393506144,False,False,0.7429122996435495,543.4867985058672,16.884907066193723
95,restaurant,10,high,252.48805236877817,False,False,0.8707568116578079,301.55721734826875,-16.271925245556485
96,restaurant,7,high,323.38988392858386,False,False,0.8848200769123297,256.32785165076484,26.16260068733694
97,restaurant,2,low,179.4082706689294,False,False,0.8341596489916332,141.42697460752495,26.855765080746874
98,restaurant,13,high,202.4915387364178,False,True,0.7100947011586428,205.13312700008186,-1.2877433802600824
99,restaurant,17,high,320.1020853395021,False,False,0.8970427462523127,365.9640531404396,-12.531823114151017
100,gym,16,high,459.5685558757607,False,False,0.9376578201005872,364.18961424943575,26.189363423471846
101,gym,3,high,61.235418121390765,True,False,0.5445383219365186,89.33527397037808,-31.454379216774672
102,gym,14,low,163.88186752195404,False,False,0.9423558694166576,165.65021124300972,-1.0675167316638774
103,gym,15,low,131.69921009027337,False,False,0.8566865793861969,131.13191543460755,0.4326137186249793
104,gym,14,low,183.43395521623853,False,False,0.6458572558382816,229.81709971963457,-20.18263417299286
105,gym,19,high,155.90395967480956,False,False,0.9233139799532364,170.3587070922672,-8.484889128460495
106,gym,10,high,217.5485494716696,False,False,1.013277880515423,228.5292115710093,-4.804927135508792
107,gym,7,high,401.2864005716439,False,False,0.8518456564988484,274.06183642433604,46.421846181576065
108,gym,2,low,107.36283347715714,False,True,0.4811200855049575,164.46817122689168,-34.72120916998281
109,gym,12,low,232.27758122865907,False,False,0.8586764105410724,217.0279224195181,7.026588394309546
110,gym,17,low,288.7298639677765,False,False,0.832865086966124,208.45674215906686,38.508287607918064
111,gym,8,low,214.2698676161889,False,False,0.8027018786193053,228.80555420905853,-6.352855656462103
112,gym,6,high,317.1455555233755,False,False,0.9319033824633248,320.9820919903725,-1.195249380800998
113,gym,5,low,206.4877452916531,False,False,0.8593605601483011,231.39622101016334,-10.76442632026225
114,gym,6,high,261.50043545586533,False,False,0.8363246542838745,234.43137513317205,11.546688367679588
115,gym,0,low,84.1155074687223,True,False,0.567091828442107,94.1518026747101,-10.65969521652465
116,gym,17,high,247.7239800671913,False,False,0.9261759662468098,222.70373234384584,11.234768030162675
117,gym,3,low,102.351174095793,True,False,0.5599626813297319,120.11962917418917,-14.792299310739288
118,gym,14,high,251.18276116725525,False,False,0.8567666377834359,267.84489854414966,-6.22081565393262
119,gym,3,high,112.60342890675156,True,False,0.5530276572430387,84.17716695960962,33.76956361667718
120,gym,4,low,105.17093372474176,True,False,0.5510824362306874,132.5491359629022,-20.655134444499918
121,gym,6,low,188.8581867825877,False,False,0.8534526939366233,196.83259764953345,-4.051366979947319
122,gym,18,low,210.8661991343847,False,False,0.9323981119428422,226.30443469710218,-6.821888215925086
123,gym,7,high,243.3889622282012,False,False,0.9295569145789908,216.8417544841511,12.242664152576955
124,gym,4,low,105.25125605382333,True,False,0.5851101063696058,92.52008709718964,13.760437712580146
125,gym,1,high,215.70243512581908,False,False,0.6652439596483396,288.2983351133423,-25.180825258315387
126,gym,8,high,224.9812510647909,False,False,0.7888801184957824,259.0022242858765,-13.1353980896838
127,gym,1,low,163.3922892729808,False,True,0.7060155924728215,226.21833028794885,-27.772303391594313
128,gym,5,high,281.30814108147405,False,False,0.8597841121270186,281.5170949107924,-0.07422420630782249
129,gym,11,low,288.9664700403161,False,False,0.8933575225402433,237.9877891127699,21.4207128515279
130,gym,0,low,61.805257798342105,True,True,0.3841634170723673,98.69197538504342,-37.375599629847336
131,gym,17,low,176.20192195812018,False,True,0.4910315324199694,263.33859445814477,-33.089214544993006
132,gym,18,low,237.02262221424715,False,False,0.759064753755884,274.9996686465939,-13.809851706094811
133,gym,11,low,225.3404188889536,False,False,0.8054955327458734,244.55517820026455,-7.857024109126049
134,gym,8,high,169.50170280427872,False,False,0.7990779406598321,213.879368050584,-20.74892293295426
135,gym,14,high,256.0233337457661,False,False,0.7915331617947647,261.7266037887323,-2.17909450564297
136,gym,17,low,104.47439261962973,False,True,0.5242415092138379,179.9694885667959,-41.94883063144677
137,gym,10,low,175.2397116753731,False,False,0.8581288530031839,261.1411465037431,-32.894638006476974
138,gym,0,high,79.42951938907319,True,False,0.4416342491223781,122.96306401488977,-35.40375719699457
139,gym,6,high,242.9508893969177,False,False,0.7623036605716713,239.08278229830117,1.6178944637637358
140,gym,13,high,198.6248014921229,False,True,0.5834636116419732,305.63196506346844,-35.01177095436471
141,gym,7,high,139.76003162808368,False,False,0.8329835370305174,108.05276014656354,29.344249456017753
142,gym,10,high,246.61463965219767,False,False,0.9436422334303696,257.16748192249173,-4.103490142456894
143,gym,19,low,156.37540412802886,False,False,0.9675593174067396,145.43651870096747,7.521415889741471
144,gym,5,high,287.62680245032016,False,False,0.8902935916632311,294.3540689259996,-2.285433491789339
145,gym,16,low,222.1404738350853,False,False,0.7312155565785314,207.93294118602432,6.8327474079012775
146,gym,5,low,107.79502414177544,False,False,0.8153889160343606,129.2012092473494,-16.56809965655419
147,gym,14,low,268.12796329393615,False,False,0.9496314536109836,228.39014287775538,17.399096088595307
148,gym,17,high,356.56270834443563,False,True,0.6119468828072805,435.45471203707405,-18.117154668869823
149,gym,16,high,393.0636164192404,False,False,1.0016220102328617,314.6941034140431,24.903394170715206
150,gym,12,high,235.2024229739105,False,False,0.8181376537471418,232.14097908727945,1.3187864971828278
151,gym,9,high,250.19390571218923,False,False,0.7806344928295386,270.92369295521775,-7.651522470002296
152,gym,11,low,361.0820387434952,False,False,0.8420346342845159,282.5158758280903,27.809468294522347
153,gym,17,high,248.871300243532,False,False,0.7443427050860821,267.728895285987,-7.043541199507575
154,gym,3,low,72.20593496436724,True,False,0.4947536275908021,53.04330828717072,36.12637917200063
155,gym,5,low,186.96396789502148,False,False,0.9529493084449012,176.46871637171526,5.947372281667723
156,gym,12,low,196.3164036610244,False,False,0.7845168100287336,236.54101830223198,-17.00534432882672
157,gym,4,high,234.11614733512263,True,False,0.6434054370646424,262.5351633494842,-10.824841766636213
158,gym,17,low,239.80462748088817,False,False,0.8067234789678221,219.6486692271352,9.176453617804537
159,gym,3,low,98.69696131989303,True,False,0.4798074475933424,136.77904886263548,-27.842047345268163
160,gym,9,low,97.57612226193564,False,True,0.5208467735754466,163.52309339030688,-40.32884271028618
161,gym,1,low,254.13591677205196,False,False,0.8602682689460732,213.6316646912477,18.959854167378815
162,gym,6,low,246.0194285826921,False,False,0.7674673225937902,248.6777610389441,-1.0689868065185446
163,gym,18,low,231.43888672227,False,False,0.8569446203152793,215.17299694741362,7.559447516935236
164,gym,12,high,206.03246025332805,False,False,0.8966216456314561,219.2502076141936,-6.028613384085974
165,gym,13,low,174.4604790762311,False,False,0.9255005159020676,142.20857303970112,22.679297982637134
166,gym,16,high,314.25950017734846,False,False,0.8458073367384367,325.4493183381582,-3.4382675059663104
167,gym,3,low,45.91412362824436,True,True,0.2976368162240171,77.0840290100471,-40.436269071690674
168,gym,14,high,294.261949430176,False,False,0.8092192101924021,295.41724996089135,-0.39107416065524103
169,gym,17,high,253.2240538477308,False,False,0.8731470801812012,239.28300441238096,5.826176192323212
170,gym,15,low,183.52898348806505,False,False,0.7669942916407753,181.07325919707964,1.3562048321627722
171,gym,6,high,332.976980602912,False,False,0.8787063277845126,280.88532794362425,18.545522844020873
172,gym,7,high,243.22303854306955,False,False,0.9901503324290204,249.46347318887285,-2.5015424366670986
173,gym,10,high,124.0949424961437,False,True,0.5325246440679361,231.4469413690123,-46.382984470600405
174,gym,11,high,384.6670490953081,False,False,0.857190801700547,396.898541820539,-3.0817681186547365
175,gym,14,high,247.9888117457628,False,False,0.8858398640606205,281.87773654810223,-12.02256170258282
176,gym,4,low,158.85748696577448,True,False,0.6021695514794565,205.17408938966634,-22.574294133177524
177,gym,15,low,242.38395774111385,False,False,0.8926524931654817,147.24586392567568,64.61172577551
178,gym,13,high,177.15325786558043,False,True,0.5295087492839924,237.9632556203444,-25.554364515747988
179,gym,3,high,145.17387975069053,True,False,0.5270735341042535,175.5004839263561,-17.280068691087653
180,gym,1,low,257.95563404356614,False,False,0.9350874383381788,257.5301980974772,0.16519846962876267
181,gym,9,low,374.3981500498511,False,False,1.0168973138834378,279.73116534584136,33.842130027581895
182,gym,0,low,101.82586234736284,True,False,0.5644476353220105,71.58943227032955,42.23588470831451
183,gym,12,low,100.83715765167896,False,False,0.8217105647484094,113.44509167450573,-11.113688425587585
184,gym,3,high,189.3822116055352,True,False,0.5285448377479072,228.3757245043455,-17.074280982989656
185,gym,0,low,121.3312332962727,True,False,0.5399604678876657,132.55825992040468,-8.469503621180083
186,gym,18,high,352.6979958949099,False,False,0.8379028198587222,256.58746455903525,37.45722009492857
187,gym,17,high,215.81554705963555,False,False,0.8926343941565223,172.7642259372271,24.919117883844127
188,gym,9,low,247.3220859271196,False,False,0.6984187316305163,282.18645134591844,-12.355081277825187
189,gym,3,low,79.55359361887882,True,True,0.4254156175379415,130.8722320635121,-39.212778475214215
190,gym,3,high,160.66961153514202,True,False,0.5318135760921793,92.33772250644209,74.00213820947626
191,gym,15,high,280.94177777037896,False,False,0.8432663336139498,259.96114597072926,8.070679839983491
192,gym,13,low,303.2532789126977,False,False,0.8816690649604566,229.14558375907328,32.34087864051625
193,gym,12,high,185.2174149660582,False,False,0.9031522570582552,182.36686213305734,1.563087065083702
194,gym,7,high,177.94103611508797,False,False,0.907972048246748,173.07010424170542,2.8144270755045726
195,gym,6,high,434.7825512323407,False,False,0.9010434507272276,365.99897718598515,18.793378761657763
196,gym,15,low,215.89574975669328,False,False,0.7386357273245356,239.47072654182344,-9.844617388344043
197,gym,16,high,251.70929872842416,False,False,0.7690621385105598,245.64679535630393,2.4679757630571726
198,gym,1,high,259.89770818958306,False,False,0.8756545018954968,229.09100222043676,13.447366186605336
199,gym,0,high,79.97227150614269,True,False,0.4419003830318593,94.71670789525726,-15.566880138422617
200,bar,16,low,338.59528157345085,False,False,0.8419658835986047,304.25022178549057,11.288425555257284
201,bar,12,low,315.0489971434477,False,False,0.8657977419667208,269.2727135179967,16.999971154667918
202,bar,0,high,186.4619681422988,True,False,0.5237888098102487,233.91199572820332,-20.285418641393505
203,bar,14,high,473.3432195153496,False,False,0.8479209040190921,426.8147740079935,10.901320277747622
204,bar,0,high,260.230470448779,True,False,0.6439588006277824,270.27169496181295,-3.715233485494182
205,bar,5,low,180.43912194861213,False,False,0.7831513493065058,210.31295966936108,-14.204468316034568
206,bar,0,low,161.17381256032354,True,False,0.5520944907294142,176.20048335134683,-8.528166611813345
207,bar,13,high,429.5287102188885,False,False,0.8448526942348064,397.50390042211956,8.05647687048126
208,bar,5,high,731.851492078908,False,False,0.8657859818028538,711.6839919474105,2.833771780690517
209,bar,4,high,176.94408593069616,True,True,0.3271301933669896,354.9786260800485,-50.153594348862335
210,bar,14,low,326.93615676565497,False,False,0.863824165391007,223.8216189099827,46.069963374334804
211,bar,2,low,217.35326771654323,False,False,0.7917500916627277,192.30375545695318,13.026013038625932
212,bar,19,high,296.2108197470737,False,False,0.8119315918459822,352.00396161531734,-15.850146007508977
213,bar,11,low,604.277246630164,False,False,0.808185646478685,586.3438427351718,3.0585132115204847
214,bar,17,low,191.43530751280267,False,True,0.5277058393411086,275.0566733084678,-30.401504093625928
215,bar,7,low,135.6828226352257,False,False,0.7293450461646824,157.36430489586604,-13.777890910513538
216,bar,0,low,187.82307846809064,True,False,0.5294322293173436,171.39352657083117,9.585864895818974
217,bar,17,low,205.27791444025107,False,True,0.5979669317292544,217.16869771213786,-5.475367029021972
218,bar,7,low,162.70497888092777,False,True,0.6409182925099679,228.07503830638277,-28.661645706989056
219,bar,18,low,243.9360750179248,False,False,0.7755673492726032,191.98447306615296,27.060314369209763
220,bar,15,high,756.7046758294839,False,False,0.8959039355629345,625.1462466706743,21.0444243822061
221,bar,19,low,118.11834800788168,False,False,0.9209526134042504,109.18998923572791,8.176902328361377
222,bar,1,high,592.259509602791,False,False,0.8777620429924261,625.7852198847743,-5.357382887399665
223,bar,12,high,451.88252962304847,False,False,0.7656864052762502,379.90916916274716,18.944886384005397
224,bar,11,low,415.5634848288468,False,False,0.886181799624402,259.86759070741164,59.91354816412457
225,bar,2,low,305.69497138985014,False,False,0.8757703494679657,299.7754028111231,1.9746678757552083
226,bar,8,low,226.96626102907572,False,False,0.6937714908022233,246.67355080551104,-7.989218832777684
227,bar,9,high,267.7673245786043,False,True,0.6631918369507982,413.590307085414,-35.25783366018164
228,bar,2,high,346.94913726950745,False,False,0.8087851711300746,279.05987107043126,24.327849768819604
229,bar,16,high,421.7866391187414,False,True,0.4511783698522599,479.2388321508557,-11.988217393458097
230,bar,11,low,304.37077526826755,False,False,0.7784534910639316,307.6857310314693,-1.0773836511978818
231,bar,12,high,369.7830217765614,False,False,0.8860112685445155,340.7241773886147,8.528553685464908
232,bar,16,low,278.9571700663535,False,True,0.5938568784183528,321.02638124732175,-13.10459626947535
233,bar,13,high,318.2207458495928,False,False,0.8372492678288848,317.147586385697,0.3383785688315619
234,bar,13,low,254.72772562221684,False,True,0.6758002407200862,299.32638174994935,-14.899674351119923
235,bar,12,high,225.91246118607475,False,False,0.8682504324669028,254.65147573415896,-11.285626547118872
236,bar,12,high,435.521812082702,False,False,1.0155726535116192,434.74079461822157,0.1796512943227037
237,bar,6,low,563.8914086068593,False,False,0.777017969569269,450.36293710599824,25.208218116345744
238,bar,18,low,403.4535034569531,False,False,0.6252327877782841,551.7678133291922,-26.879840811546714
239,bar,17,low,349.88885256773773,False,True,0.5701120421254112,577.641098857048,-39.4279850827708
240,bar,17,high,683.9763845770863,False,False,0.8927313556450638,538.5450730636226,27.004482779156863
241,bar,3,high,284.1959850439724,True,False,0.5513909178461379,335.0249502306817,-15.171695466773736
242,bar,14,high,449.6090954995483,False,False,0.8536064594429866,402.68446226719016,11.652953523004966
243,bar,17,low,188.7124644039241,False,False,0.8874789330096442,115.44794519683948,63.46108549802955
244,bar,12,high,621.6765340842175,False,False,0.8251729037063565,550.499580843211,12.929519970202943
245,bar,11,low,206.23422181287413,False,True,0.5149067026246207,317.53638189917325,-35.05178191569894
246,bar,15,high,423.4490090432576,False,False,0.9170490036312124,405.34124637040003,4.46728844769741
247,bar,14,low,81.75381419268938,False,False,0.6750019472176942,204.68792196372385,-60.05928761777242
248,bar,5,low,301.7759421137273,False,False,0.7692637956959928,316.5670231086014,-4.672337898505583
249,bar,4,high,330.2983569784432,True,False,0.5186248544661479,267.6239421703696,23.418837006808243
250,bar,8,high,473.1328825574945,False,False,0.8690227023089787,393.16660541804197,20.33903084277131
251,bar,16,high,477.0065019775576,False,False,0.863539341494586,292.77526168738115,62.92582208905835
252,bar,19,low,171.28327249070983,False,False,0.8627435801571542,179.42745584000667,-4.538983909217834
253,bar,10,high,702.013197193681,False,False,0.908511019222804,493.52677963294747,42.244195485357835
254,bar,16,low,406.4706862116928,False,False,0.7578451436209699,343.8418276603345,18.214438591580095
255,bar,17,low,261.6541620912226,False,True,0.5856369793703998,351.9503997512698,-25.65595541981521
256,bar,8,low,403.2584793740239,False,False,0.8938357253526754,339.55174921426413,18.76200912149021
257,bar,5,high,459.68525741539,False,False,0.7509325588155866,433.5659792260341,6.02429144371104
258,bar,13,high,331.9390245564717,False,True,0.4930764650176604,466.0294190667854,-28.77294630429707
259,bar,16,high,395.9848073187431,False,True,0.4496001826943007,619.0660185626448,-36.03512461592617
260,bar,12,low,89.73418702869223,False,True,0.5602705762985277,174.5458285197032,-48.58989883074588
261,bar,13,high,625.0442655763048,False,False,0.9294597593216504,466.29302655231675,34.04538133408621
262,bar,14,low,304.7677568124136,False,False,1.0390915655725113,256.96528065799265,18.60269840035065
263,bar,19,high,154.61128993296285,False,False,0.8367800619306873,165.51623392913237,-6.58844376608919
264,bar,12,high,329.764866432831,False,False,0.7584893460542746,391.08916859232727,-15.680388792209412
265,bar,6,low,353.96332809143644,False,False,0.715026177326429,364.5742693202632,-2.9105019530343
266,bar,10,low,262.233606336074,False,False,0.9028488016064788,236.21152999471067,11.016429359712463
267,bar,2,high,151.06480086681975,False,True,0.4628791250234854,253.49693367491554,-40.40764175059204
268,bar,2,low,241.47081852093947,False,False,0.8819625650006128,178.74374764858553,35.09329512083235
269,bar,8,low,280.30276690756654,False,False,0.7847127924129913,313.8288384379333,-10.682916107149698
270,bar,0,high,355.822474602429,True,False,0.5976726647853273,272.0255309475529,30.804808417424727
271,bar,0,low,97.88557451146576,True,True,0.2810995107491182,169.26349309214058,-42.16970669618605
272,bar,11,high,571.4694529512508,False,False,0.904556580675711,454.5523281523757,25.72137849873292
273,bar,6,high,610.9547215749266,False,False,0.9004897580394364,580.3301914278987,5.277087182329144
274,bar,7,low,171.71422222975443,False,True,0.6780250140670889,166.8233973832328,2.9317379475771363
275,bar,10,low,350.65887477372064,False,False,0.9541190913541248,338.7932757660365,3.5023124295649413
276,bar,6,high,435.1406849309571,False,False,0.6935276990238229,562.6527268268637,-22.66265421213251
277,bar,4,high,347.38984573720575,True,False,0.5413207115589668,286.95248374907516,21.061801312366363
278,bar,15,low,288.0102089240371,False,False,0.7219874087934733,475.10269389127126,-39.37937784247775
279,bar,7,low,120.84117476105877,False,True,0.5635023247487733,145.85902233020346,-17.152074084596528
280,bar,15,low,276.3091842135064,False,False,0.9167492702993836,234.23839819035368,17.960670132726882
281,bar,17,high,477.9205796662287,False,False,0.8594300800228881,391.3972578248391,22.106266743470947
282,bar,6,high,547.3805575671931,False,False,0.8740977731680358,496.71389932802765,10.20037053678368
283,bar,8,low,445.9775368362606,False,False,0.8761320874975662,371.06961956105215,20.18702510968668
284,bar,10,high,488.1656758501612,False,False,0.6864732172961071,515.4186110245807,-5.287534169603317
285,bar,16,low,421.4826444684192,False,False,0.8280090845064676,298.62146926179065,41.14278036014906
286,bar,7,high,369.98195212978686,False,False,0.8129952573663988,365.5692525810856,1.2070762290716694
287,bar,7,high,173.46011110893653,False,True,0.4811261069084476,290.8499699321393,-40.36096646342855
288,bar,11,low,147.80794088912177,False,True,0.4284604650668431,322.0710850387787,-54.1070441417226
289,bar,1,high,285.4287026851886,False,False,0.7586170821779145,441.327646273741,-35.32498924661823
290,bar,16,high,420.9292150581241,False,False,0.8750765497446776,398.731783582186,5.5670082972863435
291,bar,1,high,761.0912157712928,False,False,0.8367828369643538,515.0259941480732,47.77724317201634
292,bar,7,high,164.4552987122831,False,True,0.5875398507829783,227.70254771877117,-27.776258825440507
