venue_id,week,is_campaign_period,pool,rct_arm,ad_frequency,adstocked_exposure,true_incremental_lift,foot_traffic
125,0,False,rct,n/a,0.0,0.0,0.0,349.44449543227853
126,0,False,rct,n/a,0.0,0.0,0.0,277.6347509050471
127,0,False,rct,n/a,0.0,0.0,0.0,204.73420587525777
128,0,False,rct,n/a,0.0,0.0,0.0,286.29954392469676
129,0,False,obs,n/a,0.0,0.0,0.0,213.14603568787894
130,0,False,obs,n/a,0.0,0.0,0.0,203.11667007029314
131,0,False,rct,n/a,0.0,0.0,0.0,276.72425965680185
132,0,False,obs,n/a,0.0,0.0,0.0,297.75979979837854
133,0,False,rct,n/a,0.0,0.0,0.0,206.0413178777929
134,0,False,obs,n/a,0.0,0.0,0.0,274.40703290312484
135,0,False,obs,n/a,0.0,0.0,0.0,271.65396971965737
136,0,False,obs,n/a,0.0,0.0,0.0,213.77332252890923
137,0,False,obs,n/a,0.0,0.0,0.0,231.75817977828834
138,0,False,obs,n/a,0.0,0.0,0.0,338.56281560292393
139,0,False,rct,n/a,0.0,0.0,0.0,311.24472450865727
140,0,False,rct,n/a,0.0,0.0,0.0,368.5040933162162
141,0,False,rct,n/a,0.0,0.0,0.0,319.78498048569605
142,0,False,obs,n/a,0.0,0.0,0.0,347.9788933951556
143,0,False,obs,n/a,0.0,0.0,0.0,218.74524901679538
144,0,False,obs,n/a,0.0,0.0,0.0,273.38157354427284
145,0,False,obs,n/a,0.0,0.0,0.0,174.54684757806774
146,0,False,rct,n/a,0.0,0.0,0.0,160.84477319313925
147,0,False,obs,n/a,0.0,0.0,0.0,206.84276989683235
148,0,False,obs,n/a,0.0,0.0,0.0,429.08803875812407
149,0,False,rct,n/a,0.0,0.0,0.0,334.5606884630599
150,0,False,obs,n/a,0.0,0.0,0.0,409.97188777200165
151,0,False,obs,n/a,0.0,0.0,0.0,277.601410242426
152,0,False,obs,n/a,0.0,0.0,0.0,284.8122772703637
153,0,False,obs,n/a,0.0,0.0,0.0,315.6212398770588
154,0,False,obs,n/a,0.0,0.0,0.0,290.49901697113546
155,0,False,obs,n/a,0.0,0.0,0.0,259.239370758994
156,0,False,obs,n/a,0.0,0.0,0.0,242.82778678213072
157,0,False,obs,n/a,0.0,0.0,0.0,287.88364677817765
158,0,False,obs,n/a,0.0,0.0,0.0,186.135751021442
159,0,False,rct,n/a,0.0,0.0,0.0,245.59522290027618
160,0,False,obs,n/a,0.0,0.0,0.0,174.8750886868164
161,0,False,obs,n/a,0.0,0.0,0.0,221.2686290866344
162,0,False,obs,n/a,0.0,0.0,0.0,265.17736825188996
163,0,False,obs,n/a,0.0,0.0,0.0,244.1797646700084
164,0,False,obs,n/a,0.0,0.0,0.0,295.07785439430637
165,0,False,obs,n/a,0.0,0.0,0.0,200.55460010213747
166,0,False,obs,n/a,0.0,0.0,0.0,297.75364923208497
167,0,False,obs,n/a,0.0,0.0,0.0,247.02377775182723
168,0,False,obs,n/a,0.0,0.0,0.0,323.8830708226265
169,0,False,rct,n/a,0.0,0.0,0.0,333.5251144970297
170,0,False,obs,n/a,0.0,0.0,0.0,204.16941470475908
171,0,False,obs,n/a,0.0,0.0,0.0,300.0889079836014
172,0,False,obs,n/a,0.0,0.0,0.0,309.55833002575145
173,0,False,obs,n/a,0.0,0.0,0.0,310.95145526868373
174,0,False,obs,n/a,0.0,0.0,0.0,361.1371852738568
175,0,False,rct,n/a,0.0,0.0,0.0,262.41713933984704
176,0,False,rct,n/a,0.0,0.0,0.0,247.13273214643206
177,0,False,obs,n/a,0.0,0.0,0.0,197.84890014023318
178,0,False,obs,n/a,0.0,0.0,0.0,308.7725896726576
179,0,False,obs,n/a,0.0,0.0,0.0,339.62477788441004
180,0,False,obs,n/a,0.0,0.0,0.0,165.4056347668959
181,0,False,rct,n/a,0.0,0.0,0.0,226.98336232997175
182,0,False,rct,n/a,0.0,0.0,0.0,284.2332855614656
183,0,False,obs,n/a,0.0,0.0,0.0,181.91318966804081
184,0,False,obs,n/a,0.0,0.0,0.0,289.87244683111146
185,0,False,obs,n/a,0.0,0.0,0.0,268.9225376712782
186,0,False,obs,n/a,0.0,0.0,0.0,275.26049636883147
187,0,False,rct,n/a,0.0,0.0,0.0,290.7868205384066
188,0,False,obs,n/a,0.0,0.0,0.0,235.8489393264968
189,0,False,rct,n/a,0.0,0.0,0.0,190.00403645123603
190,0,False,rct,n/a,0.0,0.0,0.0,327.59007096999886
191,0,False,obs,n/a,0.0,0.0,0.0,314.4789349046722
192,0,False,rct,n/a,0.0,0.0,0.0,246.31252826357456
193,0,False,rct,n/a,0.0,0.0,0.0,313.3660123217411
194,0,False,obs,n/a,0.0,0.0,0.0,291.0226163761791
195,0,False,rct,n/a,0.0,0.0,0.0,365.7856813395427
196,0,False,obs,n/a,0.0,0.0,0.0,270.22965931630836
197,0,False,obs,n/a,0.0,0.0,0.0,319.95058482351504
198,0,False,obs,n/a,0.0,0.0,0.0,325.82386421205865
199,0,False,rct,n/a,0.0,0.0,0.0,280.9206105561619
200,0,False,obs,n/a,0.0,0.0,0.0,243.75665287164696
201,0,False,rct,n/a,0.0,0.0,0.0,323.8277177412897
202,0,False,rct,n/a,0.0,0.0,0.0,376.1655389971765
203,0,False,rct,n/a,0.0,0.0,0.0,330.91269781007964
204,0,False,obs,n/a,0.0,0.0,0.0,312.50206037993377
205,0,False,obs,n/a,0.0,0.0,0.0,244.22192635262329
206,0,False,obs,n/a,0.0,0.0,0.0,264.25476301109006
207,0,False,rct,n/a,0.0,0.0,0.0,345.18775791545585
208,0,False,obs,n/a,0.0,0.0,0.0,494.4452957538664
209,0,False,rct,n/a,0.0,0.0,0.0,374.67729230591175
210,0,False,rct,n/a,0.0,0.0,0.0,255.6326204358835
211,0,False,obs,n/a,0.0,0.0,0.0,249.08119156349434
212,0,False,obs,n/a,0.0,0.0,0.0,379.4594827036299
213,0,False,obs,n/a,0.0,0.0,0.0,288.6142668640504
214,0,False,obs,n/a,0.0,0.0,0.0,261.21334901003803
215,0,False,obs,n/a,0.0,0.0,0.0,270.0199904872035
216,0,False,rct,n/a,0.0,0.0,0.0,264.7106358170684
217,0,False,obs,n/a,0.0,0.0,0.0,235.14476067377652
218,0,False,obs,n/a,0.0,0.0,0.0,276.55234519540755
219,0,False,obs,n/a,0.0,0.0,0.0,234.7618264184044
220,0,False,rct,n/a,0.0,0.0,0.0,352.9401863313298
221,0,False,rct,n/a,0.0,0.0,0.0,209.39321678097397
222,0,False,rct,n/a,0.0,0.0,0.0,468.65589576358667
223,0,False,rct,n/a,0.0,0.0,0.0,395.45479113508634
224,0,False,obs,n/a,0.0,0.0,0.0,257.9504952392693
225,0,False,obs,n/a,0.0,0.0,0.0,289.7590237504023
226,0,False,obs,n/a,0.0,0.0,0.0,290.7719499173362
227,0,False,rct,n/a,0.0,0.0,0.0,374.4372013045522
228,0,False,obs,n/a,0.0,0.0,0.0,389.0515165209798
229,0,False,obs,n/a,0.0,0.0,0.0,501.45039414017447
230,0,False,obs,n/a,0.0,0.0,0.0,139.478517972213
231,0,False,obs,n/a,0.0,0.0,0.0,319.28279911300007
232,0,False,obs,n/a,0.0,0.0,0.0,295.4373910750347
233,0,False,obs,n/a,0.0,0.0,0.0,311.26506053045233
234,0,False,obs,n/a,0.0,0.0,0.0,242.1871217927765
235,0,False,rct,n/a,0.0,0.0,0.0,426.27952079268744
236,0,False,obs,n/a,0.0,0.0,0.0,428.33429300779545
237,0,False,rct,n/a,0.0,0.0,0.0,277.2155984774987
238,0,False,rct,n/a,0.0,0.0,0.0,325.09141887766714
239,0,False,obs,n/a,0.0,0.0,0.0,287.4020784188279
240,0,False,rct,n/a,0.0,0.0,0.0,335.63911792904156
241,0,False,obs,n/a,0.0,0.0,0.0,304.75338306989795
242,0,False,obs,n/a,0.0,0.0,0.0,361.9160004170429
243,0,False,rct,n/a,0.0,0.0,0.0,194.8582003244397
244,0,False,obs,n/a,0.0,0.0,0.0,448.3736803457487
245,0,False,obs,n/a,0.0,0.0,0.0,220.14735626866127
246,0,False,obs,n/a,0.0,0.0,0.0,377.5438892378579
247,0,False,obs,n/a,0.0,0.0,0.0,101.07388237245202
248,0,False,rct,n/a,0.0,0.0,0.0,279.9788623229391
249,0,False,obs,n/a,0.0,0.0,0.0,423.40903670894465
250,0,False,obs,n/a,0.0,0.0,0.0,335.09175741358075
251,0,False,obs,n/a,0.0,0.0,0.0,322.24586499083813
252,0,False,obs,n/a,0.0,0.0,0.0,242.78326007598636
253,0,False,rct,n/a,0.0,0.0,0.0,516.8863270088032
254,0,False,rct,n/a,0.0,0.0,0.0,291.33445566898087
255,0,False,rct,n/a,0.0,0.0,0.0,252.7829341258001
256,0,False,obs,n/a,0.0,0.0,0.0,248.52755100082044
257,0,False,rct,n/a,0.0,0.0,0.0,410.2829315831323
258,0,False,obs,n/a,0.0,0.0,0.0,409.27548654820885
259,0,False,obs,n/a,0.0,0.0,0.0,327.56043699292934
260,0,False,obs,n/a,0.0,0.0,0.0,187.5489108309812
261,0,False,obs,n/a,0.0,0.0,0.0,377.2581884075337
262,0,False,obs,n/a,0.0,0.0,0.0,213.0699133780214
263,0,False,rct,n/a,0.0,0.0,0.0,346.0103230277311
264,0,False,obs,n/a,0.0,0.0,0.0,372.4878540449382
265,0,False,obs,n/a,0.0,0.0,0.0,232.32004664451355
266,0,False,rct,n/a,0.0,0.0,0.0,273.77331037230596
267,0,False,rct,n/a,0.0,0.0,0.0,354.1332867208776
268,0,False,obs,n/a,0.0,0.0,0.0,313.84261783908767
269,0,False,rct,n/a,0.0,0.0,0.0,309.47136629275167
270,0,False,obs,n/a,0.0,0.0,0.0,416.3261864925674
271,0,False,obs,n/a,0.0,0.0,0.0,269.3381777363654
272,0,False,rct,n/a,0.0,0.0,0.0,413.7186362879404
273,0,False,rct,n/a,0.0,0.0,0.0,377.6973653208614
274,0,False,obs,n/a,0.0,0.0,0.0,347.4045912491479
275,0,False,obs,n/a,0.0,0.0,0.0,252.75902379451531
276,0,False,obs,n/a,0.0,0.0,0.0,325.5159650553076
277,0,False,obs,n/a,0.0,0.0,0.0,390.3970011935821
278,0,False,rct,n/a,0.0,0.0,0.0,296.2078042688317
279,0,False,rct,n/a,0.0,0.0,0.0,304.63394566872256
280,0,False,obs,n/a,0.0,0.0,0.0,247.60797489489934
281,0,False,obs,n/a,0.0,0.0,0.0,330.42387101600787
282,0,False,obs,n/a,0.0,0.0,0.0,322.36360437762636
283,0,False,obs,n/a,0.0,0.0,0.0,260.66293117602396
284,0,False,obs,n/a,0.0,0.0,0.0,390.89522820242826
285,0,False,obs,n/a,0.0,0.0,0.0,289.8136698418727
286,0,False,obs,n/a,0.0,0.0,0.0,474.38654091250777
287,0,False,rct,n/a,0.0,0.0,0.0,388.5157461293049
288,0,False,rct,n/a,0.0,0.0,0.0,201.25840767255568
289,0,False,obs,n/a,0.0,0.0,0.0,362.6821881523937
290,0,False,rct,n/a,0.0,0.0,0.0,298.4006048988343
291,0,False,obs,n/a,0.0,0.0,0.0,524.4413355085887
292,0,False,obs,n/a,0.0,0.0,0.0,370.5852079143542
293,0,False,rct,n/a,0.0,0.0,0.0,272.6548384204481
294,0,False,obs,n/a,0.0,0.0,0.0,362.3328822416006
295,0,False,obs,n/a,0.0,0.0,0.0,261.69196385550777
296,0,False,obs,n/a,0.0,0.0,0.0,342.2717653607491
297,0,False,obs,n/a,0.0,0.0,0.0,333.12413020508603
298,0,False,rct,n/a,0.0,0.0,0.0,209.3710341034616
299,0,False,rct,n/a,0.0,0.0,0.0,263.7606181286664
300,0,False,obs,n/a,0.0,0.0,0.0,152.0520766804453
301,0,False,obs,n/a,0.0,0.0,0.0,147.20867411906372
302,0,False,obs,n/a,0.0,0.0,0.0,79.95317959369558
303,0,False,obs,n/a,0.0,0.0,0.0,141.1848519054923
304,0,False,rct,n/a,0.0,0.0,0.0,190.32627517038142
305,0,False,obs,n/a,0.0,0.0,0.0,59.19423787930997
306,0,False,obs,n/a,0.0,0.0,0.0,191.47952500823732
307,0,False,obs,n/a,0.0,0.0,0.0,152.15325024720815
308,0,False,obs,n/a,0.0,0.0,0.0,151.14357950135522
309,0,False,rct,n/a,0.0,0.0,0.0,134.46541233853605
310,0,False,obs,n/a,0.0,0.0,0.0,168.94876189006462
311,0,False,obs,n/a,0.0,0.0,0.0,88.63033257357534
312,0,False,rct,n/a,0.0,0.0,0.0,132.3204976551212
313,0,False,rct,n/a,0.0,0.0,0.0,81.28086286581278
314,0,False,rct,n/a,0.0,0.0,0.0,97.15547282014869
315,0,False,obs,n/a,0.0,0.0,0.0,136.93019041734695
316,0,False,obs,n/a,0.0,0.0,0.0,105.88446345045196
317,0,False,obs,n/a,0.0,0.0,0.0,148.70947690240376
318,0,False,rct,n/a,0.0,0.0,0.0,167.76081638876096
319,0,False,rct,n/a,0.0,0.0,0.0,238.52363960736432
320,0,False,rct,n/a,0.0,0.0,0.0,118.87861939668694
321,0,False,obs,n/a,0.0,0.0,0.0,237.73094470005347
322,0,False,obs,n/a,0.0,0.0,0.0,101.32293967001613
323,0,False,obs,n/a,0.0,0.0,0.0,143.8622081400692
324,0,False,rct,n/a,0.0,0.0,0.0,136.7980804218239
325,0,False,obs,n/a,0.0,0.0,0.0,130.85038294845853
326,0,False,obs,n/a,0.0,0.0,0.0,112.5059143022911
327,0,False,obs,n/a,0.0,0.0,0.0,130.52916675259786
328,0,False,obs,n/a,0.0,0.0,0.0,167.95066015714463
329,0,False,obs,n/a,0.0,0.0,0.0,113.86001839308327
330,0,False,obs,n/a,0.0,0.0,0.0,146.46788423650594
331,0,False,obs,n/a,0.0,0.0,0.0,118.5498101706321
332,0,False,rct,n/a,0.0,0.0,0.0,160.0523737459399
333,0,False,obs,n/a,0.0,0.0,0.0,114.463847329377
334,0,False,obs,n/a,0.0,0.0,0.0,168.5638520379269
335,0,False,obs,n/a,0.0,0.0,0.0,94.28776981593235
336,0,False,obs,n/a,0.0,0.0,0.0,109.65288326805826
337,0,False,rct,n/a,0.0,0.0,0.0,140.1145397052384
338,0,False,obs,n/a,0.0,0.0,0.0,120.93650583014785
339,0,False,rct,n/a,0.0,0.0,0.0,209.00446924717755
340,0,False,obs,n/a,0.0,0.0,0.0,185.50725665874924
341,0,False,obs,n/a,0.0,0.0,0.0,172.17895488697098
342,0,False,obs,n/a,0.0,0.0,0.0,123.82703291629912
343,0,False,rct,n/a,0.0,0.0,0.0,111.2985913046093
344,0,False,rct,n/a,0.0,0.0,0.0,197.31270775768616
345,0,False,rct,n/a,0.0,0.0,0.0,235.6108773436325
346,0,False,rct,n/a,0.0,0.0,0.0,144.97638305431877
347,0,False,obs,n/a,0.0,0.0,0.0,179.1671459481642
348,0,False,obs,n/a,0.0,0.0,0.0,193.78090937201168
349,0,False,rct,n/a,0.0,0.0,0.0,174.3750704254288
350,0,False,obs,n/a,0.0,0.0,0.0,160.0263270876699
351,0,False,rct,n/a,0.0,0.0,0.0,157.10769929866532
352,0,False,obs,n/a,0.0,0.0,0.0,121.73390978138949
353,0,False,rct,n/a,0.0,0.0,0.0,128.31350847788292
354,0,False,rct,n/a,0.0,0.0,0.0,178.69402572507946
355,0,False,obs,n/a,0.0,0.0,0.0,108.58362201311935
356,0,False,rct,n/a,0.0,0.0,0.0,108.71856976984532
357,0,False,obs,n/a,0.0,0.0,0.0,165.65545986795692
358,0,False,rct,n/a,0.0,0.0,0.0,176.98598215017557
359,0,False,rct,n/a,0.0,0.0,0.0,116.51587338488508
360,0,False,obs,n/a,0.0,0.0,0.0,191.29474242779185
361,0,False,rct,n/a,0.0,0.0,0.0,207.30668519108377
362,0,False,obs,n/a,0.0,0.0,0.0,153.42853933744038
363,0,False,obs,n/a,0.0,0.0,0.0,115.52131727995499
364,0,False,obs,n/a,0.0,0.0,0.0,133.04279062717896
365,0,False,rct,n/a,0.0,0.0,0.0,124.95888621398824
366,0,False,obs,n/a,0.0,0.0,0.0,223.91691242089956
367,0,False,rct,n/a,0.0,0.0,0.0,150.45699497665598
368,0,False,obs,n/a,0.0,0.0,0.0,107.74098557177368
369,0,False,obs,n/a,0.0,0.0,0.0,121.56289489582305
370,0,False,obs,n/a,0.0,0.0,0.0,76.98008863763376
371,0,False,obs,n/a,0.0,0.0,0.0,117.66623781114977
372,0,False,obs,n/a,0.0,0.0,0.0,258.4304857764226
373,0,False,rct,n/a,0.0,0.0,0.0,177.04190152178236
374,0,False,obs,n/a,0.0,0.0,0.0,135.12604629312216
375,0,False,obs,n/a,0.0,0.0,0.0,158.80791012450726
376,0,False,rct,n/a,0.0,0.0,0.0,184.4155505171102
377,0,False,obs,n/a,0.0,0.0,0.0,188.54606957655008
378,0,False,obs,n/a,0.0,0.0,0.0,173.27757226855115
379,0,False,rct,n/a,0.0,0.0,0.0,88.0899809466862
380,0,False,obs,n/a,0.0,0.0,0.0,163.53505475586448
381,0,False,obs,n/a,0.0,0.0,0.0,84.84476982730577
382,0,False,obs,n/a,0.0,0.0,0.0,91.2195626944604
383,0,False,obs,n/a,0.0,0.0,0.0,154.9036992634529
384,0,False,obs,n/a,0.0,0.0,0.0,147.34576083860253
385,0,False,obs,n/a,0.0,0.0,0.0,225.0607639019901
386,0,False,obs,n/a,0.0,0.0,0.0,125.83812629551903
387,0,False,obs,n/a,0.0,0.0,0.0,147.8439607485591
388,0,False,rct,n/a,0.0,0.0,0.0,94.84566450107666
389,0,False,obs,n/a,0.0,0.0,0.0,204.66671756504496
390,0,False,rct,n/a,0.0,0.0,0.0,155.60613493129438
391,0,False,obs,n/a,0.0,0.0,0.0,179.28014698871453
392,0,False,obs,n/a,0.0,0.0,0.0,202.1495955447838
393,0,False,rct,n/a,0.0,0.0,0.0,121.89179307511587
394,0,False,obs,n/a,0.0,0.0,0.0,210.2923176821301
395,0,False,obs,n/a,0.0,0.0,0.0,126.00512442935936
396,0,False,obs,n/a,0.0,0.0,0.0,176.63735775866115
397,0,False,obs,n/a,0.0,0.0,0.0,212.6451337080398
398,0,False,rct,n/a,0.0,0.0,0.0,148.56720835169202
399,0,False,obs,n/a,0.0,0.0,0.0,197.95657398524145
0,1,False,rct,n/a,0.0,0.0,0.0,455.0055179620788
1,1,False,obs,n/a,0.0,0.0,0.0,229.04245520744755
2,1,False,obs,n/a,0.0,0.0,0.0,534.8539445691134
3,1,False,obs,n/a,0.0,0.0,0.0,474.92254789042516
4,1,False,rct,n/a,0.0,0.0,0.0,361.1736504318136
5,1,False,obs,n/a,0.0,0.0,0.0,375.3065591480613
6,1,False,obs,n/a,0.0,0.0,0.0,575.0716027673657
7,1,False,obs,n/a,0.0,0.0,0.0,339.49109101769295
8,1,False,rct,n/a,0.0,0.0,0.0,637.538626995776
9,1,False,obs,n/a,0.0,0.0,0.0,371.78916184994915
10,1,False,rct,n/a,0.0,0.0,0.0,361.7755829108546
11,1,False,obs,n/a,0.0,0.0,0.0,601.0981738835432
12,1,False,obs,n/a,0.0,0.0,0.0,351.09189846142624
13,1,False,obs,n/a,0.0,0.0,0.0,379.7617499490358
14,1,False,obs,n/a,0.0,0.0,0.0,495.57655042809097
15,1,False,obs,n/a,0.0,0.0,0.0,411.2705942992006
16,1,False,rct,n/a,0.0,0.0,0.0,392.9185293739162
17,1,False,rct,n/a,0.0,0.0,0.0,318.6186569414319
18,1,False,rct,n/a,0.0,0.0,0.0,561.8396643442848
19,1,False,rct,n/a,0.0,0.0,0.0,333.8266510803359
20,1,False,rct,n/a,0.0,0.0,0.0,357.41310838071723
