venue_id,venue_type,geo_cluster,traffic_tier,realized_ad_revenue,tenure_months,engagement_trend_90d,screen_uptime_pct,complaint_count_90d,self_ad_promo_utilization,competitor_outreach_flag,churned_next_quarter,true_churn_risk_90d,competitive_pressure_market,relationship_execution_gap
30,restaurant,3,high,355.7815578003125,3.0,-0.40193292275118564,96.16736812069668,0,73.0646423538126,False,False,0.08773506638119777,False,False
31,restaurant,7,high,284.8791167068508,38.0,-4.207970301479678,93.69426664893354,2,55.86047938385602,False,True,0.1486455149931889,False,False
32,restaurant,15,low,271.81842226705845,45.0,0.15856070154148583,95.92220960605474,1,73.0768485443453,False,False,0.0558218099773628,False,False
33,restaurant,16,low,460.8269133976216,7.0,-7.3981902239867035,93.11255349483872,2,73.66283277487514,True,True,0.31198156640506497,True,False
34,restaurant,12,low,230.51418245985997,47.0,-21.670413344709345,86.91394009910553,1,58.96220484557082,False,True,0.5428053647488883,True,False
35,restaurant,0,low,189.50554186481745,30.0,3.7079898907323683,94.56163447812165,0,60.495438883591916,False,False,0.06779034343942808,False,False
36,restaurant,7,high,228.0355165356226,40.0,-1.5530500545275627,99.67963526883761,1,75.60682490128984,False,True,0.09979672220451176,False,False
37,restaurant,3,high,146.4421121180216,45.0,-2.8223396803219645,95.0657780389645,0,57.9444135716043,False,False,0.09847846429356259,False,False
38,restaurant,16,low,301.898295706164,17.0,-5.032581191073413,82.05709355417864,2,69.64566987285501,True,True,0.39525592916925784,True,True
39,restaurant,7,low,239.7895938077136,34.0,7.07666801387841,100.0,1,90.44092709044219,True,False,0.07319909867700843,False,False
40,restaurant,0,high,252.9136949505661,35.0,-8.059096981926936,89.64107225397886,1,57.44454071052994,False,False,0.19793922876356104,False,False
41,restaurant,13,low,162.70170108692898,3.0,-7.220985219393759,81.64905036388973,1,52.82739902587281,True,False,0.3585122708355002,False,True
42,restaurant,4,high,161.1919708599311,37.0,-3.681386237008451,93.74319040898314,2,58.33572823369978,False,False,0.12027408371093855,False,False
43,restaurant,6,low,187.0276476551589,31.0,-0.5920450189468225,97.96195386891817,3,63.89815812983518,False,False,0.08909157457556295,False,False
44,restaurant,18,high,672.5117870144054,3.0,-4.861368948351004,97.6810331358477,1,62.90072529995854,False,False,0.15083972697163078,False,False
45,restaurant,12,low,264.0459569845736,31.0,-2.0343600655203584,93.53208614436294,2,54.00945576768219,False,False,0.14911729522194755,True,False
46,restaurant,8,low,210.0480025899284,29.0,1.0975473523673298,97.20296097174175,1,70.6873272275781,True,False,0.08987397381965839,False,False
47,restaurant,10,low,229.28090400683232,43.0,-2.4252882936559264,80.16157860821541,2,56.057089312130124,False,False,0.2887056291370908,False,True
48,restaurant,8,high,572.8980780082044,6.0,5.64638182586523,97.03664943395754,0,62.38223213740493,False,False,0.07984711376989549,False,False
49,restaurant,14,low,234.2839138479236,27.0,-14.398926378009936,82.17599118326811,5,51.48621672202239,True,True,0.2966286511564127,True,True
50,restaurant,5,low,456.2284242649379,48.0,-2.070348892056607,96.3037358623934,0,62.34180108230248,False,False,0.12884912449887306,False,False
51,restaurant,17,high,426.0590239802005,11.0,-8.93597751622921,95.23402279715253,3,66.55228896942063,True,False,0.20284870866383925,False,False
52,restaurant,15,high,384.872704874232,36.0,-7.4581663033656,83.96911327567983,0,64.32574966124285,False,False,0.24117478730899436,False,True
53,restaurant,10,high,130.92265114205543,16.0,-7.733048852433555,81.1109333049501,0,55.78269586687466,False,False,0.3643210940592212,False,True
54,restaurant,1,high,333.49965582889644,15.0,-0.9784963084826523,93.97840472046408,1,68.50711347162417,False,False,0.0991358723182669,False,False
55,restaurant,10,low,192.77913557170936,1.0,-0.45384025662793803,96.39545399747065,0,73.8112549036887,False,True,0.20692524568450574,False,False
56,restaurant,18,low,219.4319872909954,48.0,1.0712774477867246,93.66229709534528,0,66.84359888977536,False,False,0.12055523544901052,False,False
57,restaurant,18,high,319.4456103458572,45.0,6.813122034898752,100.0,1,51.96923207043582,False,True,0.12339380818495298,False,False
58,restaurant,8,low,392.09863180142327,35.0,2.8952327908732847,95.41456036386887,1,76.99387926770754,False,False,0.12809153192779013,False,False
59,restaurant,16,high,418.1502688969039,37.0,-6.0397757759129655,93.211592760711,1,61.944594243775725,False,False,0.2236500707256082,True,False
60,restaurant,3,high,173.31612813287308,29.0,3.3215754580875574,98.03880868645919,0,63.53745824140451,False,False,0.08793357628976983,False,False
61,restaurant,1,low,453.5425961661948,45.0,-6.667826888925232,96.71194827664847,0,67.8940823077603,False,False,0.11936023412853528,False,False
62,restaurant,19,high,176.68377973900309,11.0,-10.714329682338242,93.83334388208156,0,57.24730043506676,False,False,0.2519798794462528,False,False
63,restaurant,3,low,137.3457332995208,19.0,3.3764537710389786,95.94703645753204,2,72.79369311734759,False,False,0.1321855756205581,False,False
64,restaurant,10,low,254.14913831413847,15.0,1.083809826666638,99.23748456758584,0,52.29708463475706,False,False,0.09586478662282046,False,False
65,restaurant,3,high,149.3184461028459,11.0,-4.48547269498268,97.77211783735406,2,70.32748437877602,True,False,0.1575672937910891,False,False
66,restaurant,18,high,320.1540954699839,31.0,5.698302703167117,94.29671728249426,1,76.92434714385084,False,False,0.07925944642185119,False,False
67,restaurant,1,high,432.9266234725293,33.0,-2.940140237946384,84.44406763734419,1,63.99131918720201,False,False,0.2482034683381444,False,True
68,restaurant,4,high,220.54301446861737,18.0,-1.1291756571781222,96.7143334772342,0,60.504809016684305,False,False,0.1219763962974597,False,False
69,restaurant,9,high,325.4629537909248,11.0,-1.3501024716382717,96.02170881563221,1,65.17143298288883,False,False,0.11283604460922243,False,False
70,restaurant,11,low,234.34302593833667,24.0,-0.7524769843919781,98.66337790937979,2,59.81091962891169,False,False,0.14080213521842852,False,False
71,restaurant,8,low,254.14580991027415,36.0,-3.0633799473610286,98.61700633348866,2,67.11106224205949,False,False,0.1162894267632276,False,False
72,restaurant,5,low,495.3407330657735,45.0,-1.8049223911797845,90.64715093137833,1,76.2717159545028,False,False,0.12960274206838998,False,False
73,restaurant,5,high,302.5619276973622,34.0,-12.19925595965085,79.83115865543155,4,61.75837488635743,False,False,0.35604243350346315,False,True
74,restaurant,11,low,201.9434833871715,25.0,-4.387328355412647,96.20582273055003,2,77.3064622034624,False,False,0.1580805162230644,False,False
75,restaurant,14,low,361.8910090135866,1.0,-10.930816666947699,71.62454306259534,3,50.982603322156294,True,False,0.723649346117411,True,True
76,restaurant,15,high,308.6543803967364,10.0,5.024455935682115,94.04320443241032,1,74.94391593669566,True,True,0.07705346672887696,False,False
77,restaurant,7,low,153.15007782450832,5.0,-8.389738095121876,85.49189364609704,2,58.307942244988325,False,False,0.31485208587721203,False,True
78,restaurant,19,low,142.2948018738418,41.0,4.528839459967785,97.69773735874112,4,51.89727672572627,False,False,0.06201438595918657,False,False
79,restaurant,18,high,434.4227255772134,48.0,-3.416134204070963,99.07146783844716,0,69.27864859747409,False,False,0.12868133595024955,False,False
80,restaurant,10,low,208.8163673059234,11.0,5.294367873704236,100.0,0,58.019823141737064,True,True,0.10643319368248422,False,False
81,restaurant,5,high,425.2119286315333,3.0,-13.91423468453333,78.45496796076435,2,55.78626776831907,False,False,0.31690085134688545,False,True
82,restaurant,17,low,347.726387324072,8.0,2.4787102727939314,100.0,0,72.7414352066902,True,True,0.0819106262624099,False,False
83,restaurant,12,high,330.29875249803297,16.0,-1.5359258026288276,93.31912525184299,1,64.920784039776,False,False,0.18527172058150726,True,False
84,restaurant,17,high,403.56916213398046,30.0,1.5296492790918155,99.89800038771664,0,52.79793635871665,False,False,0.0705653634277358,False,False
85,restaurant,0,low,82.03052256247197,7.0,-3.750295301055209,93.80564025379324,1,57.09117980040692,False,False,0.1510404100949198,False,False
86,restaurant,5,high,411.8960558392939,28.0,-0.380727200282875,79.95252724298444,0,53.910598603491685,False,False,0.18608725414334734,False,True
87,restaurant,17,low,373.78042888293896,21.0,1.0618681602332816,96.80200102230393,1,57.71972123325307,False,False,0.11603497113666617,False,False
88,restaurant,14,low,368.7304716485543,44.0,-0.5642299112934435,89.50987382615766,1,65.96465553347291,True,True,0.23464939830032544,True,False
89,restaurant,13,low,236.28387741407263,22.0,-4.917342466647192,84.0355754750689,0,59.15747746842281,True,False,0.37778756733754454,False,True
90,restaurant,12,high,302.7601363542318,13.0,-15.876723208318618,97.27491359675307,1,59.5631112230009,False,False,0.3664412938036813,True,False
91,restaurant,3,high,181.61470018078157,21.0,-7.877726760006485,94.33254543506246,1,54.22311044024079,False,False,0.1013341943479683,False,False
92,restaurant,12,high,250.0588316268158,29.0,-12.044141512914265,89.88040932020738,0,81.02956714551567,False,False,0.2844534249101893,True,False
93,restaurant,9,low,320.4408478922926,6.0,-11.917080521257738,78.8910682151008,0,72.26301661791061,False,True,0.35782967603823185,False,True
94,restaurant,11,high,635.2540393506144,1.0,-2.4098057665095816,99.73414518014987,1,68.9610953333395,False,False,0.13801604540335294,False,False
95,restaurant,10,high,252.48805236877817,32.0,-4.375281327944321,93.66150990000519,0,72.71605725416156,False,False,0.09694665579690946,False,False
96,restaurant,7,high,323.38988392858386,17.0,-7.85767391949123,79.8967501537191,0,55.559070241700915,False,False,0.30105517546806704,False,True
97,restaurant,2,low,179.4082706689294,32.0,-2.2351412820716847,99.10477429823388,1,59.577038897442264,False,False,0.1162677510432636,False,False
98,restaurant,13,high,202.4915387364178,34.0,-3.7088874323168692,93.54974878155811,0,67.07267335572999,False,False,0.0812541415226445,False,False
99,restaurant,17,high,320.1020853395021,33.0,-3.518284427754166,91.3397024336425,0,72.11081674282718,False,False,0.12800963712349933,False,False
100,gym,16,high,459.5685558757607,41.0,2.781773530722263,96.75208676515773,0,61.206224777683,True,False,0.11961117831751616,True,False
101,gym,3,high,61.235418121390765,3.0,-1.4118342524603271,100.0,0,63.186801641183294,False,False,0.059881018927227296,False,False
102,gym,14,low,163.88186752195404,24.0,-1.7463263357492664,92.74548100541654,0,51.23692146148012,True,False,0.2730964442159396,True,False
103,gym,15,low,131.69921009027337,6.0,-11.10185313542412,86.96132626858817,2,70.28063095288786,False,False,0.1599496048837182,False,True
104,gym,14,low,183.43395521623853,29.0,-9.142119990924401,91.05313485522132,0,70.45024771285497,False,False,0.11267192651458688,True,False
105,gym,19,high,155.90395967480956,5.0,-4.352122157113474,78.74947879713287,1,63.573906805730516,False,False,0.18603268359315103,False,True
106,gym,10,high,217.5485494716696,40.0,7.82144851415049,100.0,1,56.32056983556906,True,False,0.030904399597350616,False,False
107,gym,7,high,401.2864005716439,10.0,5.410368963393861,100.0,1,70.87965300520717,False,False,0.05170960747002568,False,False
108,gym,2,low,107.36283347715714,17.0,6.707534082838972,100.0,1,69.5609778512585,False,False,0.07138039207911304,False,False
109,gym,12,low,232.27758122865907,3.0,0.45132902800389463,93.84449689634398,0,60.31504852576588,True,False,0.15262815804713428,True,False
110,gym,17,low,288.7298639677765,43.0,-2.4988701066475105,99.16587581775705,0,64.85527510339655,False,False,0.07677519455398936,False,False
111,gym,8,low,214.2698676161889,43.0,3.0224786197976767,99.37545946127223,0,77.52184094858421,False,False,0.05352183531547177,False,False
112,gym,6,high,317.1455555233755,38.0,0.5596976325729104,100.0,0,71.92592099163961,False,False,0.04851839100430796,False,False
113,gym,5,low,206.4877452916531,1.0,-9.860558092160742,79.64426132989891,1,78.7236891540363,False,True,0.3442863302264316,False,True
114,gym,6,high,261.50043545586533,12.0,-8.431944395635096,82.69963565195296,4,67.62320409214979,False,True,0.18223463160080397,False,True
115,gym,0,low,84.1155074687223,40.0,7.406833949550919,100.0,1,49.200109509301186,False,False,0.05692736905198376,False,False
116,gym,17,high,247.7239800671913,12.0,-11.28980206967977,77.10715146280508,1,65.17069202674494,True,True,0.34568491814837815,False,True
117,gym,3,low,102.351174095793,28.0,9.849864425888295,100.0,2,52.337199955473544,False,False,0.03517479352130727,False,False
118,gym,14,high,251.18276116725525,16.0,-3.369963233660364,83.24389103557765,1,46.6520339904378,False,True,0.32728651351073185,True,True
119,gym,3,high,112.60342890675156,15.0,12.678112889605654,100.0,1,57.43633944799804,False,False,0.037723924771571056,False,False
120,gym,4,low,105.17093372474176,10.0,0.8574213815118963,100.0,1,69.32771731513824,False,False,0.04284711665386287,False,False
121,gym,6,low,188.8581867825877,31.0,8.574906479039411,98.91865361660253,1,69.24600287435969,False,False,0.041304285140901585,False,False
122,gym,18,low,210.8661991343847,5.0,-1.5579820292230517,83.76866477867212,1,63.81468606122186,False,False,0.13301377576250145,False,True
123,gym,7,high,243.3889622282012,40.0,2.088259222613997,100.0,1,70.52440797604257,False,False,0.050691852093623785,False,False
124,gym,4,low,105.25125605382333,43.0,-3.1389444504227395,100.0,1,52.95454726645278,False,False,0.030673250787492733,False,False
125,gym,1,high,215.70243512581908,13.0,-5.255083168446396,96.89576291039752,2,56.86562682679854,False,False,0.13360210033392864,False,False
126,gym,8,high,224.9812510647909,38.0,-0.8202487704560655,100.0,1,92.7849911484274,False,False,0.07709490059170096,False,False
127,gym,1,low,163.3922892729808,35.0,1.8634833419605652,84.04746256518597,1,53.941101535444524,True,True,0.21063436576600827,False,True
128,gym,5,high,281.30814108147405,30.0,-1.0037264843437663,100.0,2,72.51923685082093,False,False,0.04122379213718074,False,False
129,gym,11,low,288.9664700403161,14.0,4.118995890176989,99.98877367567643,0,69.72585458639581,False,False,0.05905714789418506,False,False
130,gym,0,low,61.805257798342105,35.0,-0.9113493533257655,96.367306442967,1,70.60332796231805,True,False,0.056353414968425976,False,False
131,gym,17,low,176.20192195812018,32.0,3.7724034869506506,96.45260339990307,0,56.08557527508774,False,False,0.053121561741261585,False,False
132,gym,18,low,237.02262221424715,5.0,5.400696343800827,100.0,1,56.58457146061857,False,False,0.05933399139286234,False,False
133,gym,11,low,225.3404188889536,47.0,2.668468853806974,97.1224457230235,0,59.242157460583655,False,False,0.07425150367874743,False,False
134,gym,8,high,169.50170280427872,6.0,6.968516686938969,97.02711741815679,2,70.86832270175907,False,False,0.06737298985801238,False,False
135,gym,14,high,256.0233337457661,34.0,-7.383281917928601,93.9575681014709,0,69.41871695364647,False,True,0.13298223516105154,True,False
136,gym,17,low,104.47439261962973,44.0,13.06591454522172,98.48501792521814,0,64.60446230797069,False,False,0.05208467751311164,False,False
137,gym,10,low,175.2397116753731,1.0,-1.826226800524645,91.85737384431619,3,65.44616270208503,False,False,0.1389112199599466,False,False
138,gym,0,high,79.42951938907319,33.0,8.181388574969343,100.0,2,72.251259415171,False,False,0.04499107186670029,False,False
139,gym,6,high,242.9508893969177,42.0,1.294125099621353,93.35662276116882,1,57.06631605820536,True,False,0.06926156627464342,False,False
140,gym,13,high,198.6248014921229,14.0,1.1499486282337021,97.01880492285171,0,83.07270386821531,False,False,0.07217217051203266,False,False
141,gym,7,high,139.76003162808368,6.0,9.997811873608782,100.0,0,74.6118336429085,False,False,0.05244609838869714,False,False
142,gym,10,high,246.61463965219767,15.0,0.2841886542501282,100.0,2,76.64117938099402,False,False,0.043466056948121654,False,False
143,gym,19,low,156.37540412802886,42.0,0.7896974619498143,86.11256072782527,0,72.6332152323177,False,False,0.07275783381440279,False,True
144,gym,5,high,287.62680245032016,11.0,-1.8386801078774127,91.30112832469186,0,68.1449449854708,False,False,0.1313074742087304,False,False
145,gym,16,low,222.1404738350853,46.0,1.509613712128342,94.90975183678039,0,67.74198420709259,False,False,0.10015005471080324,True,False
146,gym,5,low,107.79502414177544,19.0,6.355306034147843,96.57980665468597,0,75.52668949287623,True,False,0.05384453842390166,False,False
147,gym,14,low,268.12796329393615,10.0,0.36461256633291383,92.54469882192168,1,77.11266501735673,True,False,0.09772836731213216,True,False
148,gym,17,high,356.56270834443563,6.0,-2.9356738782949723,96.68200128843121,1,65.22405405963855,False,False,0.06394209412421259,False,False
149,gym,16,high,393.0636164192404,13.0,-8.864656939615925,95.83680946009942,0,58.27128238562116,True,True,0.26558005233414655,True,False
150,gym,12,high,235.2024229739105,48.0,3.9871391489156216,90.29716272888109,3,57.53505194003647,True,True,0.13933114274412392,True,False
151,gym,9,high,250.19390571218923,41.0,2.495199319969993,96.84169226101915,0,66.02867080179111,False,False,0.08597184899463753,False,False
152,gym,11,low,361.0820387434952,10.0,4.9180012566631905,93.56080989823332,2,59.24371280645975,False,False,0.06492248399568953,False,False
153,gym,17,high,248.871300243532,17.0,4.365726998810853,98.90002011524274,1,80.61792175401047,False,False,0.055578771746124786,False,False
154,gym,3,low,72.20593496436724,4.0,3.226019893152816,96.62401076617505,1,61.841452315736966,True,False,0.07091948594018571,False,False
155,gym,5,low,186.96396789502148,26.0,10.19227909261849,100.0,2,71.0710832999909,False,False,0.0348737357687094,False,False
156,gym,12,low,196.3164036610244,3.0,-2.7889277555813914,94.29146908123688,0,76.72423561148157,False,False,0.15806734801755312,True,False
157,gym,4,high,234.11614733512263,13.0,5.597478834099152,84.84986913448826,0,64.24029132988547,False,False,0.28392511800346043,False,True
158,gym,17,low,239.80462748088817,48.0,4.951649433941909,100.0,1,72.36057153008119,True,False,0.05786745492203386,False,False
159,gym,3,low,98.69696131989303,4.0,-1.194288392939009,94.5370871304093,0,72.82138609086155,True,False,0.10890580547227886,False,False
160,gym,9,low,97.57612226193564,46.0,-0.6572819027379717,98.51756025384111,1,71.94123884689795,False,False,0.038798446593945886,False,False
161,gym,1,low,254.13591677205196,35.0,0.016703092533795427,100.0,4,64.62623200041459,False,False,0.08264393549017718,False,False
162,gym,6,low,246.0194285826921,12.0,-7.665411515547482,77.86827710538672,1,64.80253673691517,False,False,0.3119629609616134,False,True
163,gym,18,low,231.43888672227,20.0,8.072571837200229,100.0,2,72.0412882354546,False,False,0.033774429434779964,False,False
164,gym,12,high,206.03246025332805,17.0,-10.285303429297539,95.28727641440942,2,64.46238779103571,True,True,0.13808966027129002,True,False
165,gym,13,low,174.4604790762311,43.0,11.16258087847513,91.17821266324287,0,64.50902604849098,False,False,0.03289785524449705,False,False
166,gym,16,high,314.25950017734846,3.0,2.953737308355535,93.17582784351414,0,56.42055952527941,False,False,0.1435099264371587,True,False
167,gym,3,low,45.91412362824436,39.0,5.581285633303019,99.34457287089478,0,68.53331326743353,True,False,0.038866830051501246,False,False
168,gym,14,high,294.261949430176,32.0,-2.0460116930600423,92.17716056688238,2,52.87503930016032,True,False,0.16274519218497085,True,False
169,gym,17,high,253.2240538477308,25.0,2.6358565628599204,97.9023726768421,0,73.59009143642841,False,False,0.08027402596447102,False,False
170,gym,15,low,183.52898348806505,36.0,0.6338420761585434,96.74612105376173,0,66.0034202869824,False,False,0.0884849695410042,False,False
171,gym,6,high,332.976980602912,16.0,7.700323614946976,94.23350682833085,1,62.51935661052525,False,False,0.04740647955230087,False,False
172,gym,7,high,243.22303854306955,16.0,3.2415176868307314,90.2845098053998,0,60.6828283999743,True,False,0.09652435606779881,False,True
173,gym,10,high,124.0949424961437,20.0,-3.481988387039256,100.0,1,71.31086394973812,False,False,0.05553041757510056,False,False
174,gym,11,high,384.6670490953081,41.0,8.535111312741208,100.0,0,80.95649039747043,True,False,0.0436556451917871,False,False
175,gym,14,high,247.9888117457628,26.0,0.014701263075628024,97.87883778676695,1,68.62097361078273,True,False,0.07208027772093316,True,False
176,gym,4,low,158.85748696577448,9.0,-0.7113292825145429,88.34749663595842,0,49.616867087710666,False,False,0.12280937243083971,False,True
177,gym,15,low,242.38395774111385,17.0,2.2274153337551588,99.60474618446332,1,71.35524752526726,False,False,0.04918254831206128,False,False
178,gym,13,high,177.15325786558043,46.0,-4.273384982079312,89.7553856431568,0,75.64505899094499,False,False,0.09568212284193077,False,False
179,gym,3,high,145.17387975069053,27.0,9.853157323242502,98.21415533145628,1,74.34767062983151,False,False,0.08354373788991988,False,False
180,gym,1,low,257.95563404356614,21.0,5.6028642460380285,99.59040753357519,1,71.89463805312266,False,False,0.054748497847726965,False,False
181,gym,9,low,374.3981500498511,15.0,2.2547835388542006,95.20525577285215,0,58.01614789723793,False,False,0.12058608459118761,False,False
182,gym,0,low,101.82586234736284,34.0,-0.49892601883456633,97.74654734029107,1,57.525137775652716,False,False,0.08372323301686987,False,False
183,gym,12,low,100.83715765167896,37.0,-4.079403706514201,80.59862341084502,1,59.753353997672335,True,False,0.33776789419657177,True,True
184,gym,3,high,189.3822116055352,25.0,5.760353003430907,92.7535245099342,0,60.670758820625466,False,False,0.10295126216913941,False,False
185,gym,0,low,121.3312332962727,27.0,10.394707479963877,100.0,0,82.3653847338528,False,False,0.03561936316564077,False,False
186,gym,18,high,352.6979958949099,4.0,-8.598141228824527,82.00984670341984,1,73.39869617092981,True,False,0.2579036409696166,False,True
187,gym,17,high,215.81554705963555,37.0,4.263567982285643,96.39846809336967,2,71.82431254732954,False,False,0.08007822790687351,False,False
188,gym,9,low,247.3220859271196,28.0,-1.9029479451106113,93.82772787030716,1,70.6377228683388,False,False,0.057777164303741545,False,False
189,gym,3,low,79.55359361887882,15.0,11.830889011060084,100.0,1,68.66477297982036,True,True,0.03009014080512863,False,False
190,gym,3,high,160.66961153514202,38.0,1.5977325040243189,96.05109134506782,0,71.35170143561557,False,False,0.038405159087971895,False,False
191,gym,15,high,280.94177777037896,38.0,7.600812797702723,99.31583152566604,5,69.88466375551543,False,False,0.0480302030211549,False,False
192,gym,13,low,303.2532789126977,8.0,10.75602941449788,98.2756013844075,0,76.57913781432246,False,False,0.04236226295779702,False,False
193,gym,12,high,185.2174149660582,46.0,1.9386032703870049,95.6064253744189,1,77.19489748615035,False,False,0.17074896288225408,True,False
194,gym,7,high,177.94103611508797,8.0,-1.3065419643008065,100.0,2,66.14381004262009,False,False,0.044950912651283786,False,False
195,gym,6,high,434.7825512323407,4.0,5.526776649370224,99.25714412436653,0,73.90359501820711,False,False,0.07154950272110341,False,False
196,gym,15,low,215.89574975669328,13.0,10.733556536135884,98.28734946063537,1,63.68263169668769,False,False,0.04714622350662304,False,False
197,gym,16,high,251.70929872842416,32.0,-3.483505101892635,94.38224913876788,0,57.13914474312384,True,False,0.14155753469050045,True,False
198,gym,1,high,259.89770818958306,39.0,8.341860249896548,89.5312323758984,1,75.26711306526643,False,False,0.06322693074967349,False,False
199,gym,0,high,79.97227150614269,48.0,-1.6589819157819634,100.0,1,64.79152884561812,False,False,0.09903095880112518,False,False
200,bar,16,low,338.59528157345085,32.0,-17.236532604931217,78.7517239901685,1,54.26442277603102,True,False,0.49452218058668923,True,True
201,bar,12,low,315.0489971434477,44.0,-8.965160200868553,72.52176865962026,1,55.92269463972963,False,False,0.660282787521231,True,True
202,bar,0,high,186.4619681422988,41.0,-2.2681248547952095,94.52613410288798,1,49.78685539348676,False,True,0.15329515458838322,False,False
203,bar,14,high,473.3432195153496,28.0,-10.148346023002816,87.16950633825356,2,55.1698588968135,True,False,0.3678892995231218,True,False
204,bar,0,high,260.230470448779,43.0,1.268358017569441,96.97725180390864,0,70.41312833280686,False,False,0.14530472386998486,False,False
205,bar,5,low,180.43912194861213,4.0,-2.6725072955189035,93.2789311780179,1,65.08264473310629,False,False,0.20117144096221218,False,False
206,bar,0,low,161.17381256032354,22.0,5.3845184101323795,94.04816184719319,1,84.61438426402697,False,False,0.1057063864391129,False,False
207,bar,13,high,429.5287102188885,2.0,-9.616866796603976,94.36368853382089,1,74.22473088680742,False,False,0.23573487325309198,False,False
208,bar,5,high,731.851492078908,9.0,6.814802097275042,83.44740439212114,0,79.16737420771156,False,True,0.1783340760370232,False,True
209,bar,4,high,176.94408593069616,34.0,6.765825710916185,100.0,1,71.76248683258912,False,False,0.0581596113155046,False,False
