venue_id,venue_type,geo_cluster,baseline_level,dwell_time_min,screen_count,audience_quality,traffic_tier,pool,rct_arm
32,restaurant,15,311.5122785293997,48.226209145808355,1,0.7355008167355607,low,obs,n/a
33,restaurant,16,377.5540283466097,45.54178376567404,2,0.6396418383447907,low,obs,n/a
34,restaurant,12,400.1990775341588,39.29993374728118,1,0.47990536336100725,low,obs,n/a
35,restaurant,0,405.72942351118303,37.36222547672652,1,0.8259394499425967,low,obs,n/a
36,restaurant,7,418.9287799973525,42.86138526714352,1,0.819363405264631,high,obs,n/a
37,restaurant,3,427.1857682521645,49.9469082101459,1,0.5341823071599106,high,rct,treated
38,restaurant,16,307.8671096102508,48.18764923339323,1,0.6908624194597736,low,rct,holdout
39,restaurant,7,410.8946871104531,38.68672093157627,2,0.6270978420529142,low,obs,n/a
40,restaurant,0,474.4633363639095,47.13432699894322,1,0.5569356220568333,high,obs,n/a
41,restaurant,13,360.44304274808763,20.748764273805,1,0.38651093395992797,low,obs,n/a
42,restaurant,4,450.58452938615477,23.431263380530687,1,0.5160938929985489,high,obs,n/a
43,restaurant,6,288.2551314928466,42.66924972809318,1,0.5722814863629553,low,obs,n/a
44,restaurant,18,457.49281163416424,59.25421078561834,3,0.6978646820390976,high,obs,n/a
45,restaurant,12,382.0426143165866,43.06266052516155,3,0.5995654920806567,low,rct,holdout
46,restaurant,8,412.9549184512327,30.43389244297995,3,0.4743078158744021,low,rct,treated
47,restaurant,10,276.6269994569964,37.44993014817477,3,0.6008602800437288,low,obs,n/a
48,restaurant,8,450.19884784297744,39.74471371397575,3,0.747347691821834,high,obs,n/a
49,restaurant,14,392.45258791564777,49.584795315115386,1,0.6840150306516453,low,obs,n/a
50,restaurant,5,292.18334461952173,33.807158932324114,3,0.913246208163012,low,rct,treated
51,restaurant,17,447.563974386351,24.061136974898446,3,0.4896577434276338,high,obs,n/a
52,restaurant,15,456.62748717180983,40.347186154685204,1,0.5393484927788987,high,obs,n/a
53,restaurant,10,446.3741139354636,31.24511823115156,1,0.6074596690168812,high,obs,n/a
54,restaurant,1,477.0455316945095,32.66662298527575,3,0.72665551027991,high,obs,n/a
55,restaurant,10,365.0900907246552,18.760247929523093,3,0.29803795248290066,low,obs,n/a
56,restaurant,18,248.21373897984233,43.05529280662458,1,0.5474778819203879,low,obs,n/a
57,restaurant,18,475.1989624451939,40.06836996046446,2,0.2069927644765116,high,rct,treated
58,restaurant,8,405.9939191549474,46.73429453103949,2,0.7333315826021198,low,obs,n/a
59,restaurant,16,439.97413210396036,33.41053001097761,2,0.45465942525645864,high,rct,treated
60,restaurant,3,452.6681541880283,33.234467633587556,3,0.4885723288225529,high,obs,n/a
61,restaurant,1,365.3906046203694,43.7380360043745,1,0.9327165961636534,low,obs,n/a
62,restaurant,19,433.5889437681302,33.635193818226064,1,0.7471420387214784,high,obs,n/a
63,restaurant,3,374.5372581145507,32.616059869629474,2,0.5208512602917702,low,obs,n/a
64,restaurant,10,411.44547734469865,32.80876991789311,2,0.5505197125423559,low,obs,n/a
65,restaurant,3,516.4534372494052,17.610567432935483,1,0.7302397585195403,high,obs,n/a
66,restaurant,18,506.0360133644607,40.47035999710332,1,0.8370205197698625,high,obs,n/a
67,restaurant,1,517.668259683423,35.7905784432805,1,0.7560155528454503,high,rct,holdout
68,restaurant,4,420.61795286242756,44.66472657742755,2,0.5051033596507084,high,rct,holdout
69,restaurant,9,429.09458129739033,20.660396469927857,2,0.7357505087184313,high,rct,holdout
70,restaurant,11,350.7283300112523,47.01350040008772,1,0.38632049863160545,low,rct,holdout
71,restaurant,8,357.3211932865194,47.51877741474018,2,0.5035063581594909,low,obs,n/a
72,restaurant,5,411.2863816366961,34.60239068993925,3,0.7553462505398624,low,obs,n/a
73,restaurant,5,478.4629194688177,37.22395202846676,1,0.385940669625081,high,obs,n/a
74,restaurant,11,316.55874201127233,35.55163529255603,3,0.5075447955303976,low,obs,n/a
75,restaurant,14,401.7222464068424,40.01629228147958,1,0.7311596663331296,low,rct,holdout
76,restaurant,15,425.6629861257102,44.1358032216268,1,0.6649999029676937,high,rct,treated
77,restaurant,7,247.763499663955,23.22011122955937,3,0.5370169311404285,low,rct,treated
78,restaurant,19,383.32898973854816,41.94955378834498,1,0.6419844142933581,low,obs,n/a
79,restaurant,18,468.30181427941613,54.200989992561105,1,0.7990880203949172,high,rct,holdout
80,restaurant,10,409.7303428019406,43.13837346514765,2,0.5078592726310421,low,rct,holdout
81,restaurant,5,421.7709461395622,28.851685437382265,2,0.95,high,rct,treated
82,restaurant,17,390.43942951136404,44.75077575939684,1,0.8827297141091297,low,obs,n/a
83,restaurant,12,540.2773541640328,47.853706902948375,2,0.6413001957645176,high,obs,n/a
84,restaurant,17,426.7494927430209,37.341105705822514,1,0.8354705841221133,high,obs,n/a
85,restaurant,0,228.74294869067168,31.443686511211606,3,0.7059382932178644,low,obs,n/a
86,restaurant,5,443.8866640078083,37.02135950249401,3,0.5940331893394556,high,obs,n/a
87,restaurant,17,400.0831833436584,35.81518909718846,2,0.558923023887274,low,rct,holdout
88,restaurant,14,411.7673064696636,42.872968209607976,2,0.4492464308909856,low,obs,n/a
89,restaurant,13,351.1749706391747,35.81636474727849,2,0.4582558894900846,low,rct,holdout
90,restaurant,12,479.1237577949316,35.81760911315356,2,0.5277213233875027,high,obs,n/a
91,restaurant,3,433.62165128761865,46.09103925042816,1,0.843795882374663,high,rct,holdout
92,restaurant,12,568.9652269004424,29.629387651629205,2,0.573488483079665,high,obs,n/a
93,restaurant,9,397.7287970847559,27.698238204653236,2,0.5413820063913876,low,obs,n/a
94,restaurant,11,475.08854345031045,42.33793332613311,3,0.7662817478030997,high,rct,treated
95,restaurant,10,489.9255322823835,25.195122718451017,1,0.5836638652249163,high,rct,treated
96,restaurant,7,601.2852129143031,56.99427303801917,1,0.558377037586835,high,obs,n/a
97,restaurant,2,348.8189073572569,35.580654830833744,1,0.5760218645536379,low,obs,n/a
98,restaurant,13,417.7410574365205,55.04091864933336,1,0.29157653292633134,high,obs,n/a
99,restaurant,17,482.88929610127406,26.662169640952357,2,0.3482193897444874,high,rct,treated
100,gym,16,368.5201027163512,69.27156485969178,2,0.5643906626191216,high,obs,n/a
101,gym,3,310.9544609821099,19.639425938825916,1,0.18221959008079364,high,rct,holdout
102,gym,14,210.69496423257658,60.04435959231273,1,0.5534242945104083,low,rct,treated
103,gym,15,175.59574465025935,93.00607794047802,1,0.36498428103734665,low,rct,holdout
104,gym,14,267.2067228428957,62.546061958267266,2,0.47857261296689746,low,obs,n/a
105,gym,19,289.94872920889605,54.266416253978285,2,0.7321667775814036,high,obs,n/a
106,gym,10,337.46016795807077,66.861033691492,1,0.42622459420648884,high,rct,holdout
107,gym,7,434.9286564984348,37.774815974721115,3,0.870010684686874,high,rct,holdout
108,gym,2,192.33507678553326,53.324533967960754,3,0.9206022563163994,low,obs,n/a
109,gym,12,215.71670423837506,56.649020997160946,3,0.95,low,rct,treated
110,gym,17,265.83771260514027,64.21423851453578,1,0.813327052091397,low,obs,n/a
111,gym,8,191.43776753833083,66.61933461966328,3,0.7196336079376955,low,obs,n/a
112,gym,6,381.9583684363602,49.10879011177261,2,0.27597156936996203,high,obs,n/a
113,gym,5,266.15649979816783,81.80998424750047,1,0.5431565614529233,low,obs,n/a
114,gym,6,319.9823516556495,52.46784898490628,2,0.37417617691635263,high,obs,n/a
115,gym,0,238.5756640387337,65.15932331595553,1,0.41595799615192797,low,obs,n/a
116,gym,17,277.6882040693104,28.746884525036023,3,0.4699228715719478,high,obs,n/a
117,gym,3,223.37794639270328,43.43880104883353,3,0.5625239908605216,low,obs,n/a
118,gym,14,270.54211745087724,43.668828362745515,1,0.7782775130660036,high,obs,n/a
119,gym,3,317.1748833892894,66.83901694076735,1,0.5313337920976332,high,obs,n/a
120,gym,4,167.97565562042246,46.626882070344045,2,0.6347315128551709,low,obs,n/a
121,gym,6,261.82037931339914,30.97186527780506,2,0.4079672159663802,low,rct,holdout
122,gym,18,217.91774021458173,48.44388893255378,3,0.5046058710828645,low,rct,treated
123,gym,7,336.4386173248762,51.49384812977348,2,0.6414792533874376,high,obs,n/a
124,gym,4,205.01025550288728,36.04679936417298,1,0.7287699032179706,low,obs,n/a
125,gym,1,360.202946721187,60.96412620115022,1,0.5636393781123954,high,rct,holdout
126,gym,8,278.4579544356967,47.29184209123479,1,0.7968636746415623,high,rct,treated
127,gym,1,215.29818373282203,57.406827669051374,1,0.7284337594477766,low,rct,holdout
128,gym,5,272.0062069055882,41.011425688032745,2,0.9385012288956298,high,rct,treated
129,gym,11,201.1943681106917,69.00864625428707,3,0.5635809334001439,low,obs,n/a
130,gym,0,195.7416708457117,62.07471085866895,2,0.5257234665010431,low,obs,n/a
131,gym,17,265.47021857050646,41.068139538742,2,0.885056554370342,low,rct,treated
132,gym,18,249.3094950250687,60.434893175037175,2,0.6528927872784928,low,obs,n/a
133,gym,11,220.30708401101242,69.71189857669758,1,0.6392557805463321,low,rct,holdout
134,gym,8,292.36217305584535,39.84461241786061,2,0.3823156658533996,high,obs,n/a
135,gym,14,293.35416576936564,60.150423340568,2,0.5600063263029431,high,obs,n/a
136,gym,17,200.23380764703936,59.22499374079537,1,0.601363158241637,low,obs,n/a
137,gym,10,231.4603757635491,58.035683980608646,2,0.663111260836931,low,obs,n/a
138,gym,0,294.52185892076045,48.041894500818515,1,0.5444045224649144,high,obs,n/a
139,gym,6,314.03092469784536,49.16482833073717,1,0.5492744146078058,high,rct,holdout
140,gym,13,339.1896223891386,42.78475906939043,3,0.5330060005387214,high,rct,holdout
141,gym,7,327.7098849887723,61.37071439745898,1,0.4083816275553643,high,rct,treated
142,gym,10,328.8865509897058,45.57281413310117,1,0.6449424533562118,high,obs,n/a
143,gym,19,201.9043097465714,57.31597701194659,3,0.811492926714054,low,obs,n/a
144,gym,5,268.1928173904898,45.93148831123917,2,0.8351560805884669,high,obs,n/a
145,gym,16,184.2668029879955,76.49836639273312,2,0.6731199036579787,low,obs,n/a
146,gym,5,166.64966930276145,41.07048276848058,1,0.5866489659819637,low,rct,treated
147,gym,14,202.63392784098588,60.899346428606044,3,0.6457835896115364,low,obs,n/a
148,gym,17,412.8153039829584,67.8333421125872,3,0.6204477196206055,high,obs,n/a
149,gym,16,308.3271710320088,41.572970038005735,1,0.8926815020864807,high,rct,treated
150,gym,12,389.6797890298857,55.85284529647889,2,0.3886552537280264,high,obs,n/a
151,gym,9,270.3401987882152,47.32770116714119,3,0.5785265266557967,high,obs,n/a
152,gym,11,258.19785151882735,60.104221131534445,3,0.6000850436404088,low,obs,n/a
153,gym,17,315.0116181036611,41.727180733673116,3,0.5410962670823399,high,obs,n/a
154,gym,3,256.7989848877245,53.269612638971644,1,0.4793145276626574,low,obs,n/a
155,gym,5,259.6186040424591,46.731395687989085,1,0.517432429268591,low,obs,n/a
156,gym,12,248.5418479426653,67.62983254188408,2,0.6408296629202351,low,obs,n/a
157,gym,4,288.8998420738808,50.33300951312319,3,0.7484990847359483,high,obs,n/a
158,gym,17,208.0230520703567,82.55671038883067,2,0.72904682340639,low,obs,n/a
159,gym,3,232.62239069417583,83.48519044740137,1,0.6977661888275166,low,rct,treated
160,gym,9,205.9937369395917,49.07574251281628,1,0.5980556100745256,low,obs,n/a
161,gym,1,244.6926275810707,45.299519822206584,2,0.718856225067931,low,obs,n/a
162,gym,6,239.83172009368647,56.41253342553415,3,0.5364375146533392,low,obs,n/a
163,gym,18,236.4779818250412,43.67462960343968,3,0.551840516541037,low,obs,n/a
164,gym,12,281.15910905480285,66.5080675079866,2,0.5425331090630434,high,obs,n/a
165,gym,13,183.37662242062765,37.689515852976385,3,0.6197169516621559,low,obs,n/a
166,gym,16,297.94440777859757,40.95111400067619,2,0.683558869572727,high,obs,n/a
167,gym,3,253.16359950001456,40.925016500807175,1,0.537108962324587,low,obs,n/a
168,gym,14,297.8302770912947,47.584664000079016,1,0.877259090194121,high,obs,n/a
169,gym,17,363.3670744426565,44.04289180217784,1,0.4880045972664694,high,rct,treated
170,gym,15,187.01392913571874,56.15773252765012,3,0.5381067290281899,low,obs,n/a
171,gym,6,291.2728668059903,41.7866477551997,3,0.5905639151563282,high,obs,n/a
172,gym,7,294.7846706126961,65.65374001104817,2,0.7030580915937283,high,obs,n/a
173,gym,10,286.5451459196763,57.231141127388895,1,0.7042033288200409,high,obs,n/a
174,gym,11,340.8865656063428,50.95463164173153,2,0.7006296275951749,high,obs,n/a
175,gym,14,282.21687898050175,56.23723751963767,2,0.6043989699230137,high,rct,holdout
176,gym,4,250.19496274971164,37.32272357186659,3,0.6738723415553788,low,rct,holdout
177,gym,15,218.16906262498617,25.830235285275997,3,0.699763496676218,low,obs,n/a
178,gym,13,316.1825979125507,36.69984233911917,1,0.9135795048698749,high,obs,n/a
179,gym,3,316.1983471883551,64.48509456892555,2,0.6482712969071449,high,obs,n/a
180,gym,1,185.8303333965915,56.077527998600445,3,0.7604988587546252,low,obs,n/a
181,gym,9,237.67705703942076,57.786835472863054,3,0.8328465036577184,low,rct,treated
182,gym,0,259.53629200333125,51.39360232030435,1,0.4789641135584267,low,rct,holdout
183,gym,12,172.79847701382363,46.52352827699114,3,0.43439886017704465,low,obs,n/a
184,gym,3,288.35749051147445,66.47967683380686,3,0.8178006527346475,high,obs,n/a
185,gym,0,249.27720996793596,58.33694177072063,2,0.5270613633179767,low,obs,n/a
186,gym,18,272.5152171513508,42.75119015315988,3,0.9173802762791485,high,obs,n/a
187,gym,17,273.34935762261085,29.959211127969972,1,0.524836964846286,high,rct,holdout
188,gym,9,256.63858731956924,47.87905169629347,3,0.8266896694524057,low,obs,n/a
189,gym,3,202.90789525533364,55.40929480322552,2,0.6702914023202651,low,rct,holdout
190,gym,3,328.1380267911709,58.23262658829496,1,0.8665915751779758,high,rct,treated
191,gym,15,309.1658261114809,65.95470859053698,1,0.6782764715197968,high,obs,n/a
192,gym,13,257.68542954519205,66.30128489422592,2,0.6797197823383909,low,rct,treated
193,gym,12,337.69743900983656,32.113855613671916,1,0.5036977633241724,high,rct,holdout
194,gym,7,268.8310692732152,43.51052025921811,2,0.6697522420063828,high,obs,n/a
195,gym,6,336.9793075205745,61.92139385540606,3,0.580325259849274,high,rct,treated
196,gym,15,260.8382379793694,44.507631318195344,3,0.572293950070911,low,obs,n/a
197,gym,16,319.08644642848486,31.575187817935326,1,0.6666182858986267,high,obs,n/a
198,gym,1,320.80913833431333,63.905106785398885,2,0.5089468194219682,high,obs,n/a
199,gym,0,282.48831380780365,60.54385866469718,1,0.4301702331481595,high,rct,holdout
200,bar,16,225.240534821538,62.00715379305556,2,0.6990541645413793,low,obs,n/a
201,bar,12,300.1353930641743,75.0644308472712,3,0.5151250976709373,low,rct,holdout
202,bar,0,367.1305049182018,53.47250149382589,2,0.5244744583170201,high,rct,holdout
203,bar,14,348.57424760031796,90.23459215193617,1,0.6114155614203465,high,rct,treated
204,bar,0,339.60763905890866,79.95872039808076,1,0.768189370000401,high,obs,n/a
205,bar,5,271.59829582315444,34.99558844848194,1,0.4937000287287633,low,obs,n/a
206,bar,0,265.63965562239645,70.63909636187033,2,0.5008588705837653,low,obs,n/a
207,bar,13,365.1002321335247,77.97803982024463,2,0.5836976860466775,high,rct,holdout
208,bar,5,490.1249593278872,60.85907565124996,3,0.8540764981227524,high,obs,n/a
209,bar,4,351.917679671642,57.27470085712925,1,0.9006020543378681,high,rct,holdout
210,bar,14,245.1176079503972,62.994109770138635,3,0.4871325576129867,low,rct,holdout
211,bar,2,241.65238627947957,37.843560999843184,2,0.5866545251168773,low,obs,n/a
212,bar,19,362.67070513827196,56.869713090620586,3,0.6234109032452944,high,obs,n/a
213,bar,11,301.6098718409311,66.05304801781206,3,0.7720558423479196,low,obs,n/a
214,bar,17,262.4514850551419,70.49422212763857,1,0.5478725766664115,low,obs,n/a
215,bar,7,294.12139962226865,56.986874005603525,1,0.3425975355138595,low,obs,n/a
216,bar,0,283.69103778642915,43.63016751977368,3,0.5576911931939885,low,rct,treated
217,bar,17,250.23611669022205,43.918605488046836,3,0.36699602931724506,low,obs,n/a
218,bar,7,279.00885124256973,74.95158386698776,1,0.7681402468166113,low,obs,n/a
219,bar,18,209.7850492423791,54.727636964919036,2,0.5309860823911312,low,obs,n/a
220,bar,15,372.57321432750405,79.79513760129434,3,0.7994144131583004,high,rct,holdout
221,bar,19,219.05984213605387,41.431099417057595,1,0.5711605993026972,low,rct,holdout
222,bar,1,462.0433243058085,42.9644215609517,1,0.9027581162238238,high,rct,holdout
223,bar,12,387.25148224015146,85.6715427092945,3,0.5698707205395648,high,rct,holdout
224,bar,11,260.92688178807174,57.38702373871312,2,0.6159190090478323,low,obs,n/a
225,bar,2,306.6878994038401,74.44189549585982,2,0.5989450589348366,low,obs,n/a
226,bar,8,287.7053723409945,50.26912157591674,2,0.4187835796832815,low,obs,n/a
227,bar,9,383.840859869749,77.12045128634736,1,0.4711441381499969,high,rct,treated
228,bar,2,376.0649435185592,79.32643826489331,3,0.44266688831912315,high,obs,n/a
229,bar,16,504.39076578575134,76.09506002907193,3,0.4503929741804835,high,obs,n/a
230,bar,11,136.68654366348142,91.83925614300483,3,0.8986676881030788,low,obs,n/a
231,bar,12,321.18318505281474,83.16002368807266,1,0.727837061454493,high,obs,n/a
232,bar,16,270.0908790558274,83.97884370235666,2,0.5635779279421705,low,obs,n/a
233,bar,13,331.76435437560747,71.20156428066248,1,0.5670225567614696,high,obs,n/a
234,bar,13,256.7184043073077,57.52403874163814,3,0.5967466239259507,low,obs,n/a
235,bar,12,394.9055540651958,50.89399942491691,1,0.3186832003135349,high,rct,treated
236,bar,12,442.067383610203,52.480838571083126,1,0.6682301342100516,high,obs,n/a
237,bar,6,275.2991556394332,70.02027585640525,3,0.8481867544625088,low,rct,treated
238,bar,18,303.86927905234023,73.9609258058529,3,0.7805818124800407,low,rct,treated
239,bar,17,310.3633623732062,62.44770466571684,3,0.7364149260889328,low,obs,n/a
240,bar,17,343.52105270602686,54.4421141422227,3,0.7019463226405954,high,rct,treated
241,bar,3,318.35068319741254,83.6403022631792,3,0.8014566862050326,high,obs,n/a
242,bar,14,393.4713237812179,68.67764533729857,2,0.4627082038299653,high,obs,n/a
243,bar,17,190.40314133111016,96.48629279058213,1,0.3216582236367702,low,rct,holdout
244,bar,12,444.62295553106566,48.15719539026964,3,0.8914602772915986,high,obs,n/a
245,bar,11,213.52893418826835,73.10391439622946,3,0.40929426075569436,low,obs,n/a
246,bar,15,359.70779479550305,53.65158038647823,3,0.4227258157023225,high,obs,n/a
247,bar,14,104.23782825803838,97.88853088230867,3,0.1406782009241102,low,obs,n/a
248,bar,5,288.0332772972367,90.53898009933923,2,0.5466701079206286,low,rct,treated
249,bar,4,409.8891229988351,55.32629428482924,1,0.9477442311964763,high,obs,n/a
250,bar,8,312.9609936676391,74.97419709691698,2,0.629006959734284,high,obs,n/a
251,bar,16,313.12225021078444,78.46011890642116,3,0.44958627112744187,high,obs,n/a
252,bar,19,278.81350868438216,51.912032109755394,3,0.5013214390915411,low,obs,n/a
253,bar,10,502.39656107328256,49.18964803422638,3,0.6779443554115029,high,rct,holdout
254,bar,16,277.44458492470864,92.66921169210615,2,0.5728685564953334,low,rct,treated
255,bar,17,251.7607203182617,100.01681296234332,1,0.6630415005871081,low,rct,treated
256,bar,8,247.90450757686483,65.73368075041004,3,0.8632728344187304,low,obs,n/a
257,bar,5,447.4784637211702,95.28603355388623,1,0.6002219447638946,high,rct,holdout
258,bar,13,435.4520931644862,91.16979228689232,2,0.5330814653355327,high,obs,n/a
259,bar,16,327.91186364707,85.72620796437971,3,0.8254760712337592,high,obs,n/a
260,bar,12,186.6150704405484,79.33957855836584,1,0.4587118464474809,low,obs,n/a
261,bar,13,362.5530951643219,75.73253676556558,3,0.6618050693407056,high,obs,n/a
262,bar,14,209.1241156958722,68.48834927737565,1,0.7360289759864038,low,obs,n/a
263,bar,19,319.9507042558399,72.5720106293061,1,0.5446729162210716,high,rct,holdout
264,bar,12,357.9901951243137,72.99118839033993,2,0.6097295946792958,high,obs,n/a
265,bar,6,213.49479144736551,71.17536000619671,3,0.7546757190391383,low,obs,n/a
266,bar,10,266.81022009006483,46.49031249711171,2,0.5918112544703216,low,rct,treated
267,bar,2,336.85591527982615,65.73019102180443,1,0.5747066631226267,high,rct,holdout
268,bar,2,289.2715521960351,58.29605456110337,1,0.5696215433898961,low,obs,n/a
269,bar,8,287.4833146531489,92.00053887407765,1,0.572013017857038,low,rct,treated
270,bar,0,421.37304015760924,92.48914850530613,3,0.503866125487251,high,obs,n/a
271,bar,0,288.4936677800145,62.126943546240874,1,0.724089258303043,low,obs,n/a
272,bar,11,437.4528638338554,78.30278069163568,1,0.6203576206459178,high,rct,holdout
273,bar,6,357.8351175071525,48.96690796508294,3,0.6647864863457086,high,rct,holdout
274,bar,7,305.1508084427048,65.56853846651586,1,0.51562395063069,low,obs,n/a
275,bar,10,279.90333037170933,82.06910258290758,2,0.6062020584912743,low,obs,n/a
276,bar,6,324.45279299192305,66.57737304390294,2,0.8938409623822452,high,obs,n/a
277,bar,4,383.99456190188,65.45722365271126,2,0.6225362876433064,high,obs,n/a
278,bar,15,295.6928543858868,64.93996360378577,1,0.6786313056282157,low,rct,treated
279,bar,7,276.2601967546071,45.83234011322091,1,0.512787607336373,low,rct,holdout
280,bar,15,267.27667954249745,66.61688973286171,1,0.4650719810387663,low,obs,n/a
281,bar,17,357.1494873944889,70.74211780990017,2,0.4798192792033466,high,obs,n/a
282,bar,6,336.6965356856449,96.64591333689357,1,0.6944567852851489,high,obs,n/a
283,bar,8,308.90081860384845,81.08355093620058,2,0.6397545980338092,low,obs,n/a
284,bar,10,366.7486563872427,82.3486242490035,3,0.713913035838348,high,obs,n/a
285,bar,16,295.6017328688889,50.10949030351889,3,0.46211929116363537,low,obs,n/a
286,bar,7,457.3725438189516,45.75379213581019,2,0.5680257757907115,high,obs,n/a
287,bar,7,362.36654811624453,92.78761231905366,2,0.5136716833898592,high,rct,holdout
288,bar,11,211.57110269007265,59.6681457391518,3,0.45144359235521014,low,rct,holdout
289,bar,1,371.69010207945314,76.59525290030771,2,0.36505213218381827,high,obs,n/a
290,bar,16,322.7586133314149,67.89714967397317,2,0.5665713941524986,high,rct,treated
291,bar,1,484.91574077486194,61.027014893135245,2,0.8097844736068012,high,obs,n/a
292,bar,7,383.0340651120215,63.71948768542386,2,0.3934133234900974,high,obs,n/a
293,bar,11,291.73990397095486,67.87192790983424,2,0.564719954140888,low,rct,treated
294,bar,9,333.5129755818914,78.3747272188781,2,0.7073566492276839,high,obs,n/a
295,bar,9,251.76187411036392,73.56241605188954,1,0.8290443233312246,low,obs,n/a
296,bar,17,313.06696665477887,86.57483073194304,1,0.5180922486106785,high,obs,n/a
297,bar,11,337.8025438890367,73.77792694442161,3,0.6975393391585731,high,obs,n/a
298,bar,2,202.44437159434761,65.42357531442374,1,0.4221508271668442,low,rct,treated
299,bar,13,264.68769436341756,69.99926232430437,1,0.772646698124598,low,rct,treated
300,waiting_room,13,141.2713366915292,29.146349409242205,1,0.5154107780447568,low,obs,n/a
301,waiting_room,2,135.31923801128974,24.087503159265715,3,0.6579841406189977,low,obs,n/a
302,waiting_room,0,81.91182932024145,31.41543686246601,2,0.5332929805223376,low,obs,n/a
303,waiting_room,7,125.68445252618613,13.607542709458153,2,0.45232070877026176,low,obs,n/a
304,waiting_room,1,175.4612749551511,21.460121281401758,3,0.721436046957047,high,rct,holdout
305,waiting_room,14,59.771517470618036,19.977260092211342,1,0.6896241835696169,low,obs,n/a
306,waiting_room,1,181.51539180526657,25.607075574086927,2,0.46279964523499706,high,obs,n/a
307,waiting_room,8,144.1218336763434,27.5982538741421,2,0.5502462737494154,low,obs,n/a
308,waiting_room,8,155.77801021014227,19.145151452606218,1,0.38249034007655414,high,obs,n/a
309,waiting_room,5,145.58269860873412,19.481621279625138,3,0.3613536614604579,low,rct,treated
310,waiting_room,0,157.29150211773697,17.71091132900811,2,0.5607116178741713,high,obs,n/a
311,waiting_room,17,92.4540530626983,20.332514147795674,1,0.4999316067427458,low,obs,n/a
312,waiting_room,8,128.03392838794113,18.641518585536332,1,0.41267816126759493,low,rct,holdout
313,waiting_room,19,76.46810903551265,14.751238855090175,1,0.4574178071306846,low,rct,holdout
314,waiting_room,17,92.60964883474409,27.753285340374312,3,0.4402684926116528,low,rct,holdout
315,waiting_room,6,147.353230986724,24.061380249873828,3,0.616091180535281,high,obs,n/a
316,waiting_room,13,102.3399890788236,29.64384728070627,1,0.7179251560894568,low,obs,n/a
317,waiting_room,19,142.63985756184516,20.57651583423788,2,0.5772732721773147,low,obs,n/a
318,waiting_room,3,167.55646919115475,34.626858857987656,2,0.6176207284085268,high,rct,treated
