prospect_id,venue_type,geo_cluster,in_expansion_market,baseline_level,dwell_time_min,screen_count,audience_quality,calibrated_lift_feature,geo_demand_multiplier,true_ad_revenue_potential_prospect
P0053,restaurant,12,False,327.35208579785865,36.68796917228486,3,0.5821913125330128,18.693631048664304,0.8144217863374531,294.7688964580827
P0054,restaurant,15,False,331.7986625210645,34.30928549522186,3,0.6818791563775582,18.693631048664304,1.0339918143594733,406.39532772038064
P0055,restaurant,17,False,531.8776237593487,50.253285572439964,3,0.6489896535361,18.693631048664304,1.1237477840063734,777.641649235698
P0056,restaurant,5,False,400.7031123760193,44.235951704506995,1,0.7214935280299496,18.693631048664304,0.9874541776436689,383.9414252446676
P0057,restaurant,8,False,439.7995044389384,43.65027093785847,2,0.6303215062750702,18.693631048664304,0.9985524773283811,463.972650564723
P0058,restaurant,19,False,411.3629530116613,43.645238641365836,2,0.4903431345556981,18.693631048664304,0.5387255231292021,205.12880536005218
P0059,restaurant,9,False,486.7140416972761,36.294271888135754,1,0.7710623292637124,18.693631048664304,1.010749464328485,467.0153955541459
P0060,waiting_room,24,True,172.4676194722487,18.460166551241013,2,0.6377341103012375,8.188556274299227,1.003951872317518,142.04410783690898
P0061,waiting_room,21,True,82.5052613032675,25.713997031384658,2,0.4182112008040043,8.188556274299227,1.2397856412527695,74.75084971979194
P0062,waiting_room,24,True,133.50030414530698,14.354130002299275,1,0.4836872021889721,8.188556274299227,1.003951872317518,75.71298435417418
P0063,waiting_room,21,True,99.02329918420595,28.043597883477794,1,0.5054190600931232,8.188556274299227,1.2397856412527695,85.63389642722767
P0064,waiting_room,22,True,133.4476557388653,24.053466650686875,3,0.5794131373127397,8.188556274299227,0.7975192829906805,103.22462896709145
P0065,waiting_room,24,True,160.47633399926988,27.898816670316943,3,0.6805551666757718,8.188556274299227,1.003951872317518,179.61040587154858
P0066,waiting_room,21,True,143.5744988468898,21.845745488074854,3,0.6202148357756063,8.188556274299227,1.2397856412527695,173.9313798807411
P0067,waiting_room,21,True,104.14660790111986,31.171046632381014,1,0.7585791541482593,8.188556274299227,1.2397856412527695,117.17867094341703
P0068,waiting_room,20,True,66.60175573807543,24.58316849780013,1,0.46207158831800593,8.188556274299227,0.7856798158333477,33.40568561800456
P0069,waiting_room,20,True,85.04874205044649,24.42204308611332,1,0.7080970478750984,8.188556274299227,0.7856798158333477,53.45342576557706
P0070,waiting_room,14,False,128.870663932437,29.088662407338553,2,0.7499320659705414,8.188556274299227,1.0776802168048698,144.20123997474204
P0071,waiting_room,2,False,153.29725641406097,17.521702371295593,3,0.589265058689992,8.188556274299227,0.8075273088415456,110.67878321997318
P0072,waiting_room,1,False,58.68407721083048,16.814663892330724,3,0.3735918601682765,8.188556274299227,1.0566406771193153,44.00676046424956
P0073,waiting_room,14,False,105.57838082784339,12.595380043554574,3,0.7486439078747176,8.188556274299227,1.0776802168048698,108.28097544061217
P0074,waiting_room,6,False,129.73160913812941,19.117472230591652,1,0.7051872088860467,8.188556274299227,1.1629429608386825,111.97863198769363
P0075,waiting_room,9,False,84.51939191447396,21.013212428045122,3,0.5029134061068414,8.188556274299227,1.010749464328485,73.88457950895393
P0076,waiting_room,10,False,139.8181002930695,21.930234217833746,2,0.44911464280505203,8.188556274299227,0.8089120417174245,81.24349675721845
P0077,waiting_room,15,False,178.80032488942823,18.06553207317374,1,0.2569332436121302,8.188556274299227,1.0339918143594733,84.8975725077864
P0078,waiting_room,11,False,112.2045844598004,25.03927869599082,2,0.3377401971525806,8.188556274299227,1.2417115693927145,92.08122217589975
P0079,waiting_room,17,False,70.803454896703,31.085961290139736,1,0.5248343452038505,8.188556274299227,1.1237477840063734,58.73618165794014
