venue_id,venue_type,geo_cluster,baseline_level,dwell_time_min,screen_count,audience_quality,traffic_tier,pool,rct_arm,geo_demand_multiplier,true_ad_revenue_potential,monetization_efficiency,thin_coverage_market,individual_execution_gap,realized_ad_revenue,calibrated_lift_feature
114,gym,6,319.9823516556495,52.46784898490628,2,0.3741761769163526,high,obs,,1.1629429608386825,306.44890797863616,0.8363246542838745,False,False,261.50043545586533,13.054646261079396
115,gym,0,238.5756640387337,65.15932331595553,1,0.4159579961519279,low,obs,,0.812320009776488,151.6837798922198,0.567091828442107,True,False,84.1155074687223,13.054646261079396
116,gym,17,277.6882040693104,28.746884525036023,3,0.4699228715719478,high,obs,,1.1237477840063734,284.7324568610939,0.9261759662468098,False,False,247.72398006719132,13.054646261079396
117,gym,3,223.37794639270328,43.43880104883353,3,0.5625239908605216,low,obs,,0.755015792624648,184.81140682918556,0.5599626813297319,True,False,102.35117409579301,13.054646261079396
118,gym,14,270.54211745087724,43.66882836274552,1,0.7782775130660036,high,obs,,1.0776802168048698,282.25510975641953,0.8567666377834359,False,False,251.18276116725525,13.054646261079396
119,gym,3,317.1748833892894,66.83901694076735,1,0.5313337920976332,high,obs,,0.755015792624648,212.91523389027122,0.5530276572430387,True,False,112.60342890675157,13.054646261079396
120,gym,4,167.97565562042246,46.626882070344045,2,0.6347315128551709,low,obs,,1.0275822800548309,178.40223472825835,0.5510824362306874,True,False,105.17093372474176,13.054646261079396
121,gym,6,261.82037931339914,30.97186527780506,2,0.4079672159663802,low,rct,holdout,1.1629429608386825,228.68837214906796,0.8534526939366233,False,False,188.85818678258767,13.054646261079396
122,gym,18,217.91774021458173,48.44388893255378,3,0.5046058710828645,low,rct,treated,1.061786816780963,246.90053430036448,0.9323981119428422,False,False,210.8661991343847,13.054646261079396
123,gym,7,336.4386173248762,51.49384812977348,2,0.6414792533874376,high,obs,,0.7035462344227063,253.12525906641585,0.9295569145789908,False,False,243.3889622282012,13.054646261079396
124,gym,4,205.01025550288728,36.04679936417298,1,0.7287699032179706,low,obs,,1.0275822800548309,187.12476360201399,0.5851101063696058,True,False,105.25125605382333,13.054646261079396
125,gym,1,360.202946721187,60.96412620115022,1,0.5636393781123954,high,rct,holdout,1.0566406771193153,338.2450349034706,0.6652439596483396,False,False,215.70243512581908,13.054646261079396
126,gym,8,278.4579544356967,47.29184209123479,1,0.7968636746415623,high,rct,treated,0.9985524773283811,279.0031280207043,0.7888801184957824,False,False,224.9812510647909,13.054646261079396
127,gym,1,215.29818373282205,57.406827669051374,1,0.7284337594477766,low,rct,holdout,1.0566406771193153,229.00304990220434,0.7060155924728215,False,True,163.3922892729808,13.054646261079396
128,gym,5,272.0062069055882,41.011425688032745,2,0.9385012288956298,high,rct,treated,0.9874541776436689,340.3330532566279,0.8597841121270186,False,False,281.30814108147405,13.054646261079396
129,gym,11,201.1943681106917,69.00864625428707,3,0.5635809334001439,low,obs,,1.2417115693927145,315.91602738982846,0.8933575225402433,False,False,288.9664700403161,13.054646261079396
130,gym,0,195.7416708457117,62.07471085866895,2,0.5257234665010431,low,obs,,0.812320009776488,162.01518922937836,0.38416341707236734,True,True,61.805257798342105,13.054646261079396
131,gym,17,265.47021857050646,41.068139538742,2,0.885056554370342,low,rct,treated,1.1237477840063734,364.0823799288205,0.4910315324199694,False,True,176.20192195812018,13.054646261079396
132,gym,18,249.3094950250687,60.434893175037175,2,0.6528927872784928,low,obs,,1.061786816780963,300.49190158683024,0.759064753755884,False,False,237.02262221424715,13.054646261079396
133,gym,11,220.3070840110124,69.71189857669758,1,0.6392557805463321,low,rct,holdout,1.2417115693927145,272.7201031435067,0.8054955327458734,False,False,225.34041888895356,13.054646261079396
134,gym,8,292.36217305584535,39.84461241786061,2,0.3823156658533996,high,obs,,0.9985524773283811,225.28361255627755,0.7990779406598321,False,False,169.50170280427872,13.054646261079396
135,gym,14,293.35416576936564,60.150423340568,2,0.5600063263029431,high,obs,,1.0776802168048698,329.4484215201798,0.7915331617947647,False,False,256.0233337457661,13.054646261079396
136,gym,17,200.23380764703936,59.22499374079537,1,0.601363158241637,low,obs,,1.1237477840063734,205.1130010412222,0.5242415092138379,False,True,104.47439261962973,13.054646261079396
137,gym,10,231.4603757635491,58.035683980608646,2,0.663111260836931,low,obs,,0.8089120417174245,211.62931357637254,0.8581288530031839,False,False,175.2397116753731,13.054646261079396
138,gym,0,294.52185892076045,48.04189450081852,1,0.5444045224649144,high,obs,,0.812320009776488,194.17656063122658,0.4416342491223781,True,False,79.42951938907319,13.054646261079396
139,gym,6,314.03092469784536,49.16482833073717,1,0.5492744146078058,high,rct,holdout,1.1629429608386825,299.73064925087346,0.7623036605716713,False,False,242.95088939691772,13.054646261079396
140,gym,13,339.1896223891386,42.78475906939043,3,0.5330060005387214,high,rct,holdout,0.9486158444409548,341.4508854740341,0.5834636116419732,False,True,198.6248014921229,13.054646261079396
141,gym,7,327.7098849887723,61.37071439745898,1,0.4083816275553643,high,rct,treated,0.7035462344227063,175.3748583859936,0.8329835370305174,False,False,139.76003162808368,13.054646261079396
142,gym,10,328.8865509897058,45.57281413310117,1,0.6449424533562118,high,obs,,0.8089120417174245,233.3087840564816,0.9436422334303695,False,False,246.61463965219767,13.054646261079396
143,gym,19,201.9043097465714,57.31597701194659,3,0.811492926714054,low,obs,,0.5387255231292021,159.3242084448493,0.9675593174067396,False,False,156.37540412802886,13.054646261079396
144,gym,5,268.1928173904898,45.93148831123917,2,0.8351560805884669,high,obs,,0.9874541776436689,320.74894694081803,0.8902935916632311,False,False,287.62680245032016,13.054646261079396
145,gym,16,184.2668029879955,76.49836639273312,2,0.6731199036579787,low,obs,,1.1863315924054103,274.51028328337196,0.7312155565785314,False,False,222.14047383508526,13.054646261079396
146,gym,5,166.64966930276145,41.07048276848058,1,0.5866489659819637,low,rct,treated,0.9874541776436689,133.3256411963609,0.8153889160343606,False,False,107.79502414177544,13.054646261079396
147,gym,14,202.63392784098588,60.89934642860605,3,0.6457835896115364,low,obs,,1.0776802168048698,284.9793763597524,0.9496314536109836,False,False,268.12796329393615,13.054646261079396
148,gym,17,412.8153039829584,67.8333421125872,3,0.6204477196206055,high,obs,,1.1237477840063734,614.2230606997043,0.6119468828072805,False,True,356.56270834443563,13.054646261079396
149,gym,16,308.3271710320088,41.572970038005735,1,0.8926815020864807,high,rct,treated,1.1863315924054103,380.9727283777669,1.0016220102328617,False,False,393.06361641924036,13.054646261079396
150,gym,12,389.6797890298857,55.85284529647889,2,0.3886552537280264,high,obs,,0.8144217863374531,270.7844601443564,0.8181376537471418,False,False,235.2024229739105,13.054646261079396
151,gym,9,270.3401987882152,47.32770116714119,3,0.5785265266557967,high,obs,,1.010749464328485,310.99883613008143,0.7806344928295386,False,False,250.19390571218923,13.054646261079396
152,gym,11,258.1978515188273,60.104221131534445,3,0.6000850436404088,low,obs,,1.2417115693927145,399.9772225222738,0.8420346342845159,False,False,361.0820387434952,13.054646261079396
153,gym,17,315.0116181036611,41.72718073367312,3,0.5410962670823399,high,obs,,1.1237477840063734,376.1956155878206,0.7443427050860821,False,False,248.871300243532,13.054646261079396
154,gym,3,256.7989848877245,53.26961263897165,1,0.4793145276626574,low,obs,,0.755015792624648,152.04280378701853,0.4947536275908021,True,False,72.20593496436724,13.054646261079396
155,gym,5,259.6186040424591,46.731395687989085,1,0.517432429268591,low,obs,,0.9874541776436689,201.14908307123127,0.9529493084449013,False,False,186.96396789502148,13.054646261079396
156,gym,12,248.5418479426653,67.62983254188408,2,0.6408296629202351,low,obs,,0.8144217863374531,236.24920885540817,0.7845168100287336,False,False,196.3164036610244,13.054646261079396
